customer,type_c,consumption_c,location_c
Customer4226,Class01,center,CIUDAD DE MEXICO
Customer4227,Class01,center,CIUDAD DE MEXICO
Customer4228,Class01,center,CIUDAD DE MEXICO
Customer4229,Class01,center,CIUDAD DE MEXICO
Customer4230,Class01,center,CIUDAD DE MEXICO
Customer4231,Class01,center,CIUDAD DE MEXICO
Customer4232,Class01,center,CIUDAD DE MEXICO
Customer4233,Class01,center,CIUDAD DE MEXICO
Customer4234,Class01,center,CIUDAD DE MEXICO
Customer4235,Class01,center,CIUDAD DE MEXICO
Customer4236,Class01,center,CIUDAD DE MEXICO
Customer4237,Class01,center,CIUDAD DE MEXICO
Customer4238,Class01,center,CIUDAD DE MEXICO
Customer4239,Class01,center,CIUDAD DE MEXICO
Customer4240,Class01,center,CIUDAD DE MEXICO
Customer4241,Class01,center,CIUDAD DE MEXICO
Customer4242,Class01,center,CIUDAD DE MEXICO
Customer4243,Class01,center,CIUDAD DE MEXICO
Customer4244,Class01,center,CIUDAD DE MEXICO
Customer4245,Class01,center,CIUDAD DE MEXICO
Customer4246,Class01,center,CIUDAD DE MEXICO
Customer4247,Class01,center,CIUDAD DE MEXICO
Customer4248,Class01,center,CIUDAD DE MEXICO
Customer4249,Class01,center,CIUDAD DE MEXICO
Customer4250,Class01,center,CIUDAD DE MEXICO
Customer4251,Class01,center,CIUDAD DE MEXICO
Customer4252,Class01,center,CIUDAD DE MEXICO
Customer4253,Class01,center,CIUDAD DE MEXICO
Customer4254,Class01,center,CIUDAD DE MEXICO
Customer4255,Class01,center,CIUDAD DE MEXICO
Customer4256,Class01,center,CIUDAD DE MEXICO
Customer4257,Class01,center,CIUDAD DE MEXICO
Customer4258,Class01,center,CIUDAD DE MEXICO
Customer4259,Class01,center,CIUDAD DE MEXICO
Customer4260,Class01,center,CIUDAD DE MEXICO
Customer4261,Class01,center,CIUDAD DE MEXICO
Customer4262,Class01,center,CIUDAD DE MEXICO
Customer4263,Class01,center,CIUDAD DE MEXICO
Customer4264,Class01,center,CIUDAD DE MEXICO
Customer4265,Class01,center,CIUDAD DE MEXICO
Customer4266,Class01,center,CIUDAD DE MEXICO
Customer4267,Class01,center,CIUDAD DE MEXICO
Customer4268,Class01,center,CIUDAD DE MEXICO
Customer4269,Class01,center,CIUDAD DE MEXICO
Customer4270,Class01,center,CIUDAD DE MEXICO
Customer4271,Class01,center,CIUDAD DE MEXICO
Customer4272,Class01,center,CIUDAD DE MEXICO
Customer4273,Class01,center,CIUDAD DE MEXICO
Customer4274,Class01,center,CIUDAD DE MEXICO
Customer4275,Class01,center,CIUDAD DE MEXICO
Customer4276,Class01,center,CIUDAD DE MEXICO
Customer4277,Class01,center,CIUDAD DE MEXICO
Customer4278,Class01,center,CIUDAD DE MEXICO
Customer4279,Class01,center,CIUDAD DE MEXICO
Customer4280,Class01,center,CIUDAD DE MEXICO
Customer4281,Class01,center,CIUDAD DE MEXICO
Customer4282,Class01,center,CIUDAD DE MEXICO
Customer4283,Class01,center,CIUDAD DE MEXICO
Customer4284,Class01,center,CIUDAD DE MEXICO
Customer4285,Class01,center,CIUDAD DE MEXICO
Customer4286,Class01,center,CIUDAD DE MEXICO
Customer4287,Class01,center,CIUDAD DE MEXICO
Customer4288,Class01,center,CIUDAD DE MEXICO
Customer4289,Class01,center,CIUDAD DE MEXICO
Customer4290,Class01,center,CIUDAD DE MEXICO
Customer4291,Class01,center,CIUDAD DE MEXICO
Customer4292,Class01,center,CIUDAD DE MEXICO
Customer4293,Class01,center,CIUDAD DE MEXICO
Customer4294,Class01,center,CIUDAD DE MEXICO
Customer4295,Class01,center,CIUDAD DE MEXICO
Customer4296,Class01,center,CIUDAD DE MEXICO
Customer4297,Class01,center,CIUDAD DE MEXICO
Customer4298,Class01,center,CIUDAD DE MEXICO
Customer4299,Class01,center,CIUDAD DE MEXICO
Customer4300,Class01,center,CIUDAD DE MEXICO
Customer4301,Class01,center,CIUDAD DE MEXICO
Customer4302,Class01,center,CIUDAD DE MEXICO
Customer4303,Class01,center,CIUDAD DE MEXICO
Customer4304,Class01,center,CIUDAD DE MEXICO
Customer4305,Class01,center,CIUDAD DE MEXICO
Customer4306,Class01,center,CIUDAD DE MEXICO
Customer4307,Class01,center,CIUDAD DE MEXICO
Customer4308,Class01,center,CIUDAD DE MEXICO
Customer4309,Class01,center,CIUDAD DE MEXICO
Customer4310,Class01,center,CIUDAD DE MEXICO
Customer4311,Class01,center,CIUDAD DE MEXICO
Customer4312,Class01,center,CIUDAD DE MEXICO
Customer4313,Class01,center,CIUDAD DE MEXICO
Customer4314,Class01,center,CIUDAD DE MEXICO
Customer4315,Class01,center,CIUDAD DE MEXICO
Customer4316,Class01,center,CIUDAD DE MEXICO
Customer4317,Class01,center,CIUDAD DE MEXICO
Customer4318,Class01,center,CIUDAD DE MEXICO
Customer4319,Class01,center,CIUDAD DE MEXICO
Customer4320,Class01,center,CIUDAD DE MEXICO
Customer4321,Class01,center,CIUDAD DE MEXICO
Customer4322,Class01,center,CIUDAD DE MEXICO
Customer4323,Class01,center,CIUDAD DE MEXICO
Customer4324,Class01,center,CIUDAD DE MEXICO
Customer4325,Class01,center,CIUDAD DE MEXICO
Customer4326,Class01,center,CIUDAD DE MEXICO
Customer4327,Class01,center,CIUDAD DE MEXICO
Customer4328,Class01,center,CIUDAD DE MEXICO
Customer4329,Class01,center,CIUDAD DE MEXICO
Customer4330,Class01,center,CIUDAD DE MEXICO
Customer4331,Class01,center,CIUDAD DE MEXICO
Customer4332,Class01,center,CIUDAD DE MEXICO
Customer4333,Class01,center,CIUDAD DE MEXICO
Customer4334,Class01,center,CIUDAD DE MEXICO
Customer4335,Class01,center,CIUDAD DE MEXICO
Customer4336,Class01,center,CIUDAD DE MEXICO
Customer4337,Class01,center,CIUDAD DE MEXICO
Customer4338,Class01,center,CIUDAD DE MEXICO
Customer4339,Class01,center,CIUDAD DE MEXICO
Customer4340,Class01,center,CIUDAD DE MEXICO
Customer4341,Class01,center,CIUDAD DE MEXICO
Customer4342,Class01,center,CIUDAD DE MEXICO
Customer4343,Class01,center,CIUDAD DE MEXICO
Customer4344,Class01,center,CIUDAD DE MEXICO
Customer4345,Class01,center,CIUDAD DE MEXICO
Customer4346,Class01,center,CIUDAD DE MEXICO
Customer4347,Class01,center,CIUDAD DE MEXICO
Customer4348,Class01,center,CIUDAD DE MEXICO
Customer4349,Class01,center,CIUDAD DE MEXICO
Customer4350,Class01,center,CIUDAD DE MEXICO
Customer4351,Class01,center,CIUDAD DE MEXICO
Customer4352,Class01,center,CIUDAD DE MEXICO
Customer4353,Class01,center,CIUDAD DE MEXICO
Customer4354,Class01,center,CIUDAD DE MEXICO
Customer4355,Class01,center,CIUDAD DE MEXICO
Customer4356,Class01,center,CIUDAD DE MEXICO
Customer4357,Class01,center,CIUDAD DE MEXICO
Customer4358,Class01,center,CIUDAD DE MEXICO
Customer4359,Class01,center,CIUDAD DE MEXICO
Customer4360,Class01,center,CIUDAD DE MEXICO
Customer4361,Class01,center,CIUDAD DE MEXICO
Customer4362,Class01,center,CIUDAD DE MEXICO
Customer4363,Class01,center,CIUDAD DE MEXICO
Customer4364,Class01,center,CIUDAD DE MEXICO
Customer4365,Class01,center,CIUDAD DE MEXICO
Customer4366,Class01,center,CIUDAD DE MEXICO
Customer4367,Class01,center,CIUDAD DE MEXICO
Customer4368,Class01,center,CIUDAD DE MEXICO
Customer4369,Class01,center,CIUDAD DE MEXICO
Customer4370,Class01,center,CIUDAD DE MEXICO
Customer4371,Class01,center,CIUDAD DE MEXICO
Customer4372,Class01,center,CIUDAD DE MEXICO
Customer4373,Class01,center,CIUDAD DE MEXICO
Customer4374,Class01,center,CIUDAD DE MEXICO
Customer4375,Class01,center,CIUDAD DE MEXICO
Customer4376,Class01,center,CIUDAD DE MEXICO
Customer4377,Class01,center,CIUDAD DE MEXICO
Customer4378,Class01,center,CIUDAD DE MEXICO
Customer4379,Class01,center,CIUDAD DE MEXICO
Customer4380,Class01,center,CIUDAD DE MEXICO
Customer4381,Class01,center,CIUDAD DE MEXICO
Customer4382,Class01,center,CIUDAD DE MEXICO
Customer4383,Class01,center,CIUDAD DE MEXICO
Customer4384,Class01,center,CIUDAD DE MEXICO
Customer4385,Class01,center,CIUDAD DE MEXICO
Customer4386,Class01,center,CIUDAD DE MEXICO
Customer4387,Class01,center,CIUDAD DE MEXICO
Customer4388,Class01,center,CIUDAD DE MEXICO
Customer4389,Class01,center,CIUDAD DE MEXICO
Customer4390,Class01,center,CIUDAD DE MEXICO
Customer4391,Class01,center,CIUDAD DE MEXICO
Customer4392,Class01,center,CIUDAD DE MEXICO
Customer4393,Class01,center,CIUDAD DE MEXICO
Customer4394,Class01,center,CIUDAD DE MEXICO
Customer4395,Class01,center,CIUDAD DE MEXICO
Customer4396,Class01,center,CIUDAD DE MEXICO
Customer4397,Class01,center,CIUDAD DE MEXICO
Customer4398,Class01,center,CIUDAD DE MEXICO
Customer4399,Class01,center,CIUDAD DE MEXICO
Customer4400,Class01,center,CIUDAD DE MEXICO
Customer4401,Class01,center,CIUDAD DE MEXICO
Customer4402,Class01,center,CIUDAD DE MEXICO
Customer4403,Class01,center,CIUDAD DE MEXICO
Customer4404,Class01,center,CIUDAD DE MEXICO
Customer4405,Class01,center,CIUDAD DE MEXICO
Customer4406,Class01,center,CIUDAD DE MEXICO
Customer4407,Class01,center,CIUDAD DE MEXICO
Customer4408,Class01,center,CIUDAD DE MEXICO
Customer4409,Class01,center,CIUDAD DE MEXICO
Customer4410,Class01,center,CIUDAD DE MEXICO
Customer4411,Class01,center,CIUDAD DE MEXICO
Customer4412,Class01,center,CIUDAD DE MEXICO
Customer4413,Class01,center,CIUDAD DE MEXICO
Customer4414,Class01,center,CIUDAD DE MEXICO
Customer4415,Class01,center,CIUDAD DE MEXICO
Customer4416,Class01,center,CIUDAD DE MEXICO
Customer4417,Class01,center,CIUDAD DE MEXICO
Customer4418,Class01,center,CIUDAD DE MEXICO
Customer4419,Class01,center,CIUDAD DE MEXICO
Customer4420,Class01,center,CIUDAD DE MEXICO
Customer4421,Class01,center,CIUDAD DE MEXICO
Customer4422,Class01,center,CIUDAD DE MEXICO
Customer4423,Class01,center,CIUDAD DE MEXICO
Customer4424,Class01,center,CIUDAD DE MEXICO
Customer4425,Class01,center,CIUDAD DE MEXICO
Customer4426,Class01,center,CIUDAD DE MEXICO
Customer4427,Class01,center,CIUDAD DE MEXICO
Customer4428,Class01,center,CIUDAD DE MEXICO
Customer4429,Class01,center,CIUDAD DE MEXICO
Customer4430,Class01,center,CIUDAD DE MEXICO
Customer4431,Class01,center,CIUDAD DE MEXICO
Customer4432,Class01,center,CIUDAD DE MEXICO
Customer4433,Class01,center,CIUDAD DE MEXICO
Customer4434,Class01,center,CIUDAD DE MEXICO
Customer4435,Class01,center,CIUDAD DE MEXICO
Customer4436,Class01,center,CIUDAD DE MEXICO
Customer4437,Class01,center,CIUDAD DE MEXICO
Customer4438,Class01,center,CIUDAD DE MEXICO
Customer4439,Class01,center,CIUDAD DE MEXICO
Customer4440,Class01,center,CIUDAD DE MEXICO
Customer4441,Class01,center,CIUDAD DE MEXICO
Customer4442,Class01,center,CIUDAD DE MEXICO
Customer4443,Class01,center,CIUDAD DE MEXICO
Customer4444,Class01,center,CIUDAD DE MEXICO
Customer4445,Class01,center,CIUDAD DE MEXICO
Customer4446,Class01,center,CIUDAD DE MEXICO
Customer4447,Class01,center,CIUDAD DE MEXICO
Customer4448,Class01,center,CIUDAD DE MEXICO
Customer4449,Class01,center,CIUDAD DE MEXICO
Customer4450,Class01,center,CIUDAD DE MEXICO
Customer4451,Class01,center,CIUDAD DE MEXICO
Customer4452,Class01,center,CIUDAD DE MEXICO
Customer4453,Class01,center,CIUDAD DE MEXICO
Customer4454,Class01,center,CIUDAD DE MEXICO
Customer4455,Class01,center,CIUDAD DE MEXICO
Customer4456,Class01,center,CIUDAD DE MEXICO
Customer4457,Class01,center,CIUDAD DE MEXICO
Customer4458,Class01,center,CIUDAD DE MEXICO
Customer4459,Class01,center,CIUDAD DE MEXICO
Customer4460,Class01,center,CIUDAD DE MEXICO
Customer4461,Class01,center,CIUDAD DE MEXICO
Customer4462,Class01,center,CIUDAD DE MEXICO
Customer4463,Class01,center,CIUDAD DE MEXICO
Customer4464,Class01,center,CIUDAD DE MEXICO
Customer4465,Class01,center,CIUDAD DE MEXICO
Customer4466,Class01,center,CIUDAD DE MEXICO
Customer4467,Class01,center,CIUDAD DE MEXICO
Customer4468,Class01,center,CIUDAD DE MEXICO
Customer4469,Class01,center,CIUDAD DE MEXICO
Customer4470,Class01,center,CIUDAD DE MEXICO
Customer4471,Class01,center,CIUDAD DE MEXICO
Customer4472,Class01,center,CIUDAD DE MEXICO
Customer4473,Class01,center,CIUDAD DE MEXICO
Customer4474,Class01,center,CIUDAD DE MEXICO
Customer4475,Class01,center,CIUDAD DE MEXICO
Customer4476,Class01,center,CIUDAD DE MEXICO
Customer4477,Class01,center,CIUDAD DE MEXICO
Customer4478,Class01,center,CIUDAD DE MEXICO
Customer4479,Class01,center,CIUDAD DE MEXICO
Customer4480,Class01,center,CIUDAD DE MEXICO
Customer4481,Class01,center,CIUDAD DE MEXICO
Customer4482,Class01,center,CIUDAD DE MEXICO
Customer4483,Class01,center,CIUDAD DE MEXICO
Customer4484,Class01,center,CIUDAD DE MEXICO
Customer4485,Class01,center,CIUDAD DE MEXICO
Customer4486,Class01,center,CIUDAD DE MEXICO
Customer4487,Class01,center,CIUDAD DE MEXICO
Customer4488,Class01,center,CIUDAD DE MEXICO
Customer4489,Class01,center,CIUDAD DE MEXICO
Customer4490,Class01,center,CIUDAD DE MEXICO
Customer4491,Class01,center,CIUDAD DE MEXICO
Customer4492,Class01,center,CIUDAD DE MEXICO
Customer4493,Class01,center,CIUDAD DE MEXICO
Customer4494,Class01,center,CIUDAD DE MEXICO
Customer4495,Class01,center,CIUDAD DE MEXICO
Customer4496,Class01,center,CIUDAD DE MEXICO
Customer4497,Class01,center,CIUDAD DE MEXICO
Customer4498,Class01,center,CIUDAD DE MEXICO
Customer4499,Class01,center,CIUDAD DE MEXICO
Customer4500,Class01,center,CIUDAD DE MEXICO
Customer4501,Class01,center,CIUDAD DE MEXICO
Customer4502,Class01,center,CIUDAD DE MEXICO
Customer4503,Class01,center,CIUDAD DE MEXICO
Customer4504,Class01,center,CIUDAD DE MEXICO
Customer4505,Class01,center,CIUDAD DE MEXICO
Customer4506,Class01,center,CIUDAD DE MEXICO
Customer4507,Class01,center,CIUDAD DE MEXICO
Customer4508,Class01,center,CIUDAD DE MEXICO
Customer4509,Class01,center,CIUDAD DE MEXICO
Customer4510,Class01,center,CIUDAD DE MEXICO
Customer4511,Class01,center,CIUDAD DE MEXICO
Customer4512,Class01,center,CIUDAD DE MEXICO
Customer4513,Class01,center,CIUDAD DE MEXICO
Customer4514,Class01,center,CIUDAD DE MEXICO
Customer4515,Class01,center,CIUDAD DE MEXICO
Customer4516,Class01,center,CIUDAD DE MEXICO
Customer4517,Class01,center,CIUDAD DE MEXICO
Customer4518,Class01,center,CIUDAD DE MEXICO
Customer4519,Class01,center,CIUDAD DE MEXICO
Customer4520,Class01,center,CIUDAD DE MEXICO
Customer4521,Class01,center,CIUDAD DE MEXICO
Customer4522,Class01,center,CIUDAD DE MEXICO
Customer4523,Class01,center,CIUDAD DE MEXICO
Customer4524,Class01,center,CIUDAD DE MEXICO
Customer4525,Class01,center,CIUDAD DE MEXICO
Customer4526,Class01,center,CIUDAD DE MEXICO
Customer4527,Class01,center,CIUDAD DE MEXICO
Customer4528,Class01,center,CIUDAD DE MEXICO
Customer4529,Class01,center,CIUDAD DE MEXICO
Customer4530,Class01,center,CIUDAD DE MEXICO
Customer4531,Class01,center,CIUDAD DE MEXICO
Customer4532,Class01,center,CIUDAD DE MEXICO
Customer4533,Class01,center,CIUDAD DE MEXICO
Customer4534,Class01,center,CIUDAD DE MEXICO
Customer4535,Class01,center,CIUDAD DE MEXICO
Customer4536,Class01,center,CIUDAD DE MEXICO
Customer4537,Class01,center,CIUDAD DE MEXICO
Customer4538,Class01,center,CIUDAD DE MEXICO
Customer4539,Class01,center,CIUDAD DE MEXICO
Customer4540,Class01,center,CIUDAD DE MEXICO
Customer4541,Class01,center,CIUDAD DE MEXICO
Customer4542,Class01,center,CIUDAD DE MEXICO
Customer4543,Class01,center,CIUDAD DE MEXICO
Customer4544,Class01,center,CIUDAD DE MEXICO
Customer4545,Class01,center,CIUDAD DE MEXICO
Customer4546,Class01,center,CIUDAD DE MEXICO
Customer4547,Class01,center,CIUDAD DE MEXICO
Customer4548,Class01,center,CIUDAD DE MEXICO
Customer4549,Class01,center,CIUDAD DE MEXICO
Customer4550,Class01,center,CIUDAD DE MEXICO
Customer4551,Class01,center,CIUDAD DE MEXICO
Customer4552,Class01,center,CIUDAD DE MEXICO
Customer4553,Class01,center,CIUDAD DE MEXICO
Customer4554,Class01,center,CIUDAD DE MEXICO
Customer4555,Class01,center,CIUDAD DE MEXICO
Customer4556,Class01,center,CIUDAD DE MEXICO
Customer4557,Class01,center,CIUDAD DE MEXICO
Customer4558,Class01,center,CIUDAD DE MEXICO
Customer4559,Class01,center,CIUDAD DE MEXICO
Customer4560,Class01,center,CIUDAD DE MEXICO
Customer4561,Class01,center,CIUDAD DE MEXICO
Customer4562,Class01,center,CIUDAD DE MEXICO
Customer4563,Class01,center,CIUDAD DE MEXICO
Customer4564,Class01,center,CIUDAD DE MEXICO
Customer4565,Class01,center,CIUDAD DE MEXICO
Customer4566,Class01,center,CIUDAD DE MEXICO
Customer4567,Class01,center,CIUDAD DE MEXICO
Customer4568,Class01,center,CIUDAD DE MEXICO
Customer4569,Class01,center,CIUDAD DE MEXICO
Customer4570,Class01,center,CIUDAD DE MEXICO
Customer4571,Class01,center,CIUDAD DE MEXICO
Customer4572,Class01,center,CIUDAD DE MEXICO
Customer4573,Class01,center,CIUDAD DE MEXICO
Customer4574,Class01,center,CIUDAD DE MEXICO
Customer4575,Class01,center,CIUDAD DE MEXICO
Customer4576,Class01,center,CIUDAD DE MEXICO
Customer4577,Class01,center,CIUDAD DE MEXICO
Customer4578,Class01,center,CIUDAD DE MEXICO
Customer4579,Class01,center,CIUDAD DE MEXICO
Customer4580,Class01,center,CIUDAD DE MEXICO
Customer4581,Class01,center,CIUDAD DE MEXICO
Customer4582,Class01,center,CIUDAD DE MEXICO
Customer4583,Class01,center,CIUDAD DE MEXICO
Customer4584,Class01,center,CIUDAD DE MEXICO
Customer4585,Class01,center,CIUDAD DE MEXICO
Customer4586,Class01,center,CIUDAD DE MEXICO
Customer4587,Class01,center,CIUDAD DE MEXICO
Customer4588,Class01,center,CIUDAD DE MEXICO
Customer4589,Class01,center,CIUDAD DE MEXICO
Customer4590,Class01,center,CIUDAD DE MEXICO
Customer4591,Class01,center,CIUDAD DE MEXICO
Customer4592,Class01,center,CIUDAD DE MEXICO
Customer4593,Class01,center,CIUDAD DE MEXICO
Customer4594,Class01,center,CIUDAD DE MEXICO
Customer4595,Class01,center,CIUDAD DE MEXICO
Customer4596,Class01,center,CIUDAD DE MEXICO
Customer4597,Class01,center,CIUDAD DE MEXICO
Customer4598,Class01,center,CIUDAD DE MEXICO
Customer4599,Class01,center,CIUDAD DE MEXICO
Customer4600,Class01,center,CIUDAD DE MEXICO
Customer4601,Class01,center,CIUDAD DE MEXICO
Customer4602,Class01,center,CIUDAD DE MEXICO
Customer4603,Class01,center,CIUDAD DE MEXICO
Customer4604,Class01,center,CIUDAD DE MEXICO
Customer4605,Class01,center,CIUDAD DE MEXICO
Customer4606,Class01,center,CIUDAD DE MEXICO
Customer4607,Class01,center,CIUDAD DE MEXICO
Customer4608,Class01,center,CIUDAD DE MEXICO
Customer4609,Class01,center,CIUDAD DE MEXICO
Customer4610,Class01,center,CIUDAD DE MEXICO
Customer4611,Class01,center,CIUDAD DE MEXICO
Customer4612,Class01,center,CIUDAD DE MEXICO
Customer4613,Class01,center,CIUDAD DE MEXICO
Customer4614,Class01,center,CIUDAD DE MEXICO
Customer4615,Class01,center,CIUDAD DE MEXICO
Customer4616,Class01,center,CIUDAD DE MEXICO
Customer4617,Class01,center,CIUDAD DE MEXICO
Customer4618,Class01,center,CIUDAD DE MEXICO
Customer4619,Class01,center,CIUDAD DE MEXICO
Customer4620,Class01,center,CIUDAD DE MEXICO
Customer4621,Class01,center,CIUDAD DE MEXICO
Customer4622,Class01,center,CIUDAD DE MEXICO
Customer4623,Class01,center,CIUDAD DE MEXICO
Customer4624,Class01,center,CIUDAD DE MEXICO
Customer4625,Class01,center,CIUDAD DE MEXICO
Customer4626,Class01,center,CIUDAD DE MEXICO
Customer4627,Class01,center,CIUDAD DE MEXICO
Customer4628,Class01,center,CIUDAD DE MEXICO
Customer4629,Class01,center,CIUDAD DE MEXICO
Customer4630,Class01,center,CIUDAD DE MEXICO
Customer4631,Class01,center,CIUDAD DE MEXICO
Customer4632,Class01,center,CIUDAD DE MEXICO
Customer4633,Class01,center,CIUDAD DE MEXICO
Customer4634,Class01,center,CIUDAD DE MEXICO
Customer4635,Class01,center,CIUDAD DE MEXICO
Customer4636,Class01,center,CIUDAD DE MEXICO
Customer4637,Class01,center,CIUDAD DE MEXICO
Customer4638,Class01,center,CIUDAD DE MEXICO
Customer4639,Class01,center,CIUDAD DE MEXICO
Customer4640,Class01,center,CIUDAD DE MEXICO
Customer4641,Class01,center,CIUDAD DE MEXICO
Customer4642,Class01,center,CIUDAD DE MEXICO
Customer4643,Class01,center,CIUDAD DE MEXICO
Customer4644,Class01,center,CIUDAD DE MEXICO
Customer4645,Class01,center,CIUDAD DE MEXICO
Customer4646,Class01,center,CIUDAD DE MEXICO
Customer4647,Class01,center,CIUDAD DE MEXICO
Customer4648,Class01,center,CIUDAD DE MEXICO
Customer4649,Class01,center,CIUDAD DE MEXICO
Customer4650,Class01,center,CIUDAD DE MEXICO
Customer4651,Class01,center,CIUDAD DE MEXICO
Customer4652,Class01,center,CIUDAD DE MEXICO
Customer4653,Class01,center,CIUDAD DE MEXICO
Customer4654,Class01,center,CIUDAD DE MEXICO
Customer4655,Class01,center,CIUDAD DE MEXICO
Customer4656,Class01,center,CIUDAD DE MEXICO
Customer4657,Class01,center,CIUDAD DE MEXICO
Customer4658,Class01,center,CIUDAD DE MEXICO
Customer4659,Class01,center,CIUDAD DE MEXICO
Customer4660,Class01,center,CIUDAD DE MEXICO
Customer4661,Class01,center,CIUDAD DE MEXICO
Customer4662,Class01,center,CIUDAD DE MEXICO
Customer4663,Class01,center,CIUDAD DE MEXICO
Customer4664,Class01,center,CIUDAD DE MEXICO
Customer4665,Class01,center,CIUDAD DE MEXICO
Customer4666,Class01,center,CIUDAD DE MEXICO
Customer4667,Class01,center,CIUDAD DE MEXICO
Customer4668,Class01,center,CIUDAD DE MEXICO
Customer4669,Class01,center,CIUDAD DE MEXICO
Customer4670,Class01,center,CIUDAD DE MEXICO
Customer4671,Class01,center,CIUDAD DE MEXICO
Customer4672,Class01,center,CIUDAD DE MEXICO
Customer4673,Class01,center,CIUDAD DE MEXICO
Customer4674,Class01,center,CIUDAD DE MEXICO
Customer4675,Class01,center,CIUDAD DE MEXICO
Customer4676,Class01,center,CIUDAD DE MEXICO
Customer4677,Class01,center,CIUDAD DE MEXICO
Customer4678,Class01,center,CIUDAD DE MEXICO
Customer4679,Class01,center,CIUDAD DE MEXICO
Customer4680,Class01,center,CIUDAD DE MEXICO
Customer4681,Class01,center,CIUDAD DE MEXICO
Customer4682,Class01,center,CIUDAD DE MEXICO
Customer4683,Class01,center,CIUDAD DE MEXICO
Customer4684,Class01,center,CIUDAD DE MEXICO
Customer4685,Class01,center,CIUDAD DE MEXICO
Customer4686,Class01,center,CIUDAD DE MEXICO
Customer4687,Class01,center,CIUDAD DE MEXICO
Customer4688,Class01,center,CIUDAD DE MEXICO
Customer4689,Class01,center,CIUDAD DE MEXICO
Customer4690,Class01,center,CIUDAD DE MEXICO
Customer4691,Class01,center,CIUDAD DE MEXICO
Customer4692,Class01,center,CIUDAD DE MEXICO
Customer4693,Class01,center,CIUDAD DE MEXICO
Customer4694,Class01,center,CIUDAD DE MEXICO
Customer4695,Class01,center,CIUDAD DE MEXICO
Customer4696,Class01,center,CIUDAD DE MEXICO
Customer4697,Class01,center,CIUDAD DE MEXICO
Customer4698,Class01,center,CIUDAD DE MEXICO
Customer4699,Class01,center,CIUDAD DE MEXICO
Customer4700,Class01,center,CIUDAD DE MEXICO
Customer4701,Class01,center,CIUDAD DE MEXICO
Customer4702,Class01,center,CIUDAD DE MEXICO
Customer4703,Class01,center,CIUDAD DE MEXICO
Customer4704,Class01,center,CIUDAD DE MEXICO
Customer4705,Class01,center,CIUDAD DE MEXICO
Customer4706,Class01,center,CIUDAD DE MEXICO
Customer4707,Class01,center,CIUDAD DE MEXICO
Customer4708,Class01,center,CIUDAD DE MEXICO
Customer4709,Class01,center,CIUDAD DE MEXICO
Customer4710,Class01,center,CIUDAD DE MEXICO
Customer4711,Class01,center,CIUDAD DE MEXICO
Customer4712,Class01,center,CIUDAD DE MEXICO
Customer4713,Class01,center,CIUDAD DE MEXICO
Customer4714,Class01,center,CIUDAD DE MEXICO
Customer4715,Class01,center,CIUDAD DE MEXICO
Customer4716,Class01,center,CIUDAD DE MEXICO
Customer4717,Class01,center,CIUDAD DE MEXICO
Customer4718,Class01,center,CIUDAD DE MEXICO
Customer4719,Class01,center,CIUDAD DE MEXICO
Customer4720,Class01,center,CIUDAD DE MEXICO
Customer4721,Class01,center,CIUDAD DE MEXICO
Customer4722,Class01,center,CIUDAD DE MEXICO
Customer4723,Class01,center,CIUDAD DE MEXICO
Customer4724,Class01,center,CIUDAD DE MEXICO
Customer4725,Class01,center,CIUDAD DE MEXICO
Customer4726,Class01,center,CIUDAD DE MEXICO
Customer4727,Class01,center,CIUDAD DE MEXICO
Customer4728,Class01,center,CIUDAD DE MEXICO
Customer4729,Class01,center,CIUDAD DE MEXICO
Customer4730,Class01,center,CIUDAD DE MEXICO
Customer4731,Class01,center,CIUDAD DE MEXICO
Customer4732,Class01,center,CIUDAD DE MEXICO
Customer4733,Class01,center,CIUDAD DE MEXICO
Customer4734,Class01,center,CIUDAD DE MEXICO
Customer4735,Class01,center,CIUDAD DE MEXICO
Customer4736,Class01,center,CIUDAD DE MEXICO
Customer4737,Class01,center,CIUDAD DE MEXICO
Customer4738,Class01,center,CIUDAD DE MEXICO
Customer4739,Class01,center,CIUDAD DE MEXICO
Customer4740,Class01,center,CIUDAD DE MEXICO
Customer4741,Class01,center,CIUDAD DE MEXICO
Customer4742,Class01,center,CIUDAD DE MEXICO
Customer4743,Class01,center,CIUDAD DE MEXICO
Customer4744,Class01,center,CIUDAD DE MEXICO
Customer4745,Class01,center,CIUDAD DE MEXICO
Customer4746,Class01,center,CIUDAD DE MEXICO
Customer4747,Class01,center,CIUDAD DE MEXICO
Customer4748,Class01,center,CIUDAD DE MEXICO
Customer4749,Class01,center,CIUDAD DE MEXICO
Customer4750,Class01,center,CIUDAD DE MEXICO
Customer4751,Class01,center,CIUDAD DE MEXICO
Customer4752,Class01,center,CIUDAD DE MEXICO
Customer4753,Class01,center,CIUDAD DE MEXICO
Customer4754,Class01,center,CIUDAD DE MEXICO
Customer4755,Class01,center,CIUDAD DE MEXICO
Customer4756,Class01,center,CIUDAD DE MEXICO
Customer4757,Class01,center,CIUDAD DE MEXICO
Customer4758,Class01,center,CIUDAD DE MEXICO
Customer4759,Class01,center,CIUDAD DE MEXICO
Customer4760,Class01,center,CIUDAD DE MEXICO
Customer4761,Class01,center,CIUDAD DE MEXICO
Customer4762,Class01,center,CIUDAD DE MEXICO
