customer,type_c,consumption_c,location_c
Customer16557,Class01,center,CIUDAD DE MEXICO
Customer16558,Class01,center,CIUDAD DE MEXICO
Customer16559,Class01,center,CIUDAD DE MEXICO
Customer16560,Class01,center,CIUDAD DE MEXICO
Customer16561,Class01,center,CIUDAD DE MEXICO
Customer16562,Class01,center,CIUDAD DE MEXICO
Customer16563,Class01,center,CIUDAD DE MEXICO
Customer16564,Class01,center,CIUDAD DE MEXICO
Customer16565,Class01,center,CIUDAD DE MEXICO
Customer16566,Class01,center,CIUDAD DE MEXICO
Customer16567,Class01,center,CIUDAD DE MEXICO
Customer16568,Class01,center,CIUDAD DE MEXICO
Customer16569,Class01,center,CIUDAD DE MEXICO
Customer16570,Class01,center,ESTADO DE MEXICO
Customer16571,Class01,center,CIUDAD DE MEXICO
Customer16572,Class01,center,CIUDAD DE MEXICO
Customer16573,Class01,center,CIUDAD DE MEXICO
Customer16574,Class01,center,CIUDAD DE MEXICO
Customer16575,Class01,center,CIUDAD DE MEXICO
Customer16576,Class01,center,CIUDAD DE MEXICO
Customer16577,Class01,south,VERACRUZ
Customer16578,Class01,center,CIUDAD DE MEXICO
Customer16579,Class01,center,CIUDAD DE MEXICO
Customer16580,Class01,center,CIUDAD DE MEXICO
Customer16581,Class01,center,CIUDAD DE MEXICO
Customer16582,Class01,center,CIUDAD DE MEXICO
Customer16583,Class01,center,CIUDAD DE MEXICO
Customer16584,Class01,center,CIUDAD DE MEXICO
Customer16585,Class01,center,CIUDAD DE MEXICO
Customer16586,Class01,center,CIUDAD DE MEXICO
Customer16587,Class01,center,CIUDAD DE MEXICO
Customer16588,Class01,center,CIUDAD DE MEXICO
Customer16589,Class01,center,CIUDAD DE MEXICO
Customer16590,Class01,center,CIUDAD DE MEXICO
Customer16591,Class01,center,CIUDAD DE MEXICO
Customer16592,Class01,center,CIUDAD DE MEXICO
Customer16593,Class01,center,CIUDAD DE MEXICO
Customer16594,Class01,center,CIUDAD DE MEXICO
Customer16595,Class01,center,CIUDAD DE MEXICO
Customer16596,Class01,center,CIUDAD DE MEXICO
Customer16597,Class01,center,CIUDAD DE MEXICO
Customer16598,Class01,center,CIUDAD DE MEXICO
Customer16599,Class01,center,CIUDAD DE MEXICO
Customer16600,Class01,center,CIUDAD DE MEXICO
Customer16601,Class01,center,CIUDAD DE MEXICO
Customer16602,Class01,center,CIUDAD DE MEXICO
Customer16603,Class01,center,CIUDAD DE MEXICO
Customer16604,Class01,center,CIUDAD DE MEXICO
Customer16605,Class01,center,CIUDAD DE MEXICO
Customer16606,Class01,center,CIUDAD DE MEXICO
Customer16607,Class01,center,CIUDAD DE MEXICO
Customer16608,Class01,center,CIUDAD DE MEXICO
Customer16609,Class01,center,CIUDAD DE MEXICO
Customer16610,Class01,center,CIUDAD DE MEXICO
Customer16611,Class01,center,CIUDAD DE MEXICO
Customer16612,Class01,center,CIUDAD DE MEXICO
Customer16613,Class01,center,CIUDAD DE MEXICO
Customer16614,Class01,center,CIUDAD DE MEXICO
Customer16615,Class01,center,CIUDAD DE MEXICO
Customer16616,Class01,center,CIUDAD DE MEXICO
Customer16617,Class01,center,CIUDAD DE MEXICO
Customer16618,Class01,center,CIUDAD DE MEXICO
Customer16619,Class01,center,CIUDAD DE MEXICO
Customer16620,Class01,center,CIUDAD DE MEXICO
Customer16621,Class01,center,CIUDAD DE MEXICO
Customer16622,Class01,center,CIUDAD DE MEXICO
Customer16623,Class01,center,CIUDAD DE MEXICO
Customer16624,Class01,center,CIUDAD DE MEXICO
Customer16625,Class01,center,CIUDAD DE MEXICO
Customer16626,Class01,center,CIUDAD DE MEXICO
Customer16627,Class01,center,CIUDAD DE MEXICO
Customer16628,Class01,center,CIUDAD DE MEXICO
Customer16629,Class01,center,CIUDAD DE MEXICO
Customer16630,Class01,center,CIUDAD DE MEXICO
Customer16631,Class01,center,CIUDAD DE MEXICO
Customer16632,Class01,center,CIUDAD DE MEXICO
Customer16633,Class01,center,CIUDAD DE MEXICO
Customer16634,Class01,center,CIUDAD DE MEXICO
Customer16635,Class01,center,CIUDAD DE MEXICO
Customer16636,Class01,center,CIUDAD DE MEXICO
Customer16637,Class01,center,CIUDAD DE MEXICO
Customer16638,Class01,center,CIUDAD DE MEXICO
Customer16639,Class01,center,CIUDAD DE MEXICO
Customer16640,Class01,center,CIUDAD DE MEXICO
Customer16641,Class01,center,CIUDAD DE MEXICO
Customer16642,Class01,center,CIUDAD DE MEXICO
Customer16643,Class01,center,CIUDAD DE MEXICO
Customer16644,Class01,center,CIUDAD DE MEXICO
Customer16645,Class01,center,CIUDAD DE MEXICO
Customer16646,Class01,center,CIUDAD DE MEXICO
Customer16647,Class01,center,CIUDAD DE MEXICO
Customer16648,Class01,center,CIUDAD DE MEXICO
Customer16649,Class01,center,CIUDAD DE MEXICO
Customer16650,Class01,center,CIUDAD DE MEXICO
Customer16651,Class01,center,CIUDAD DE MEXICO
Customer16652,Class01,center,CIUDAD DE MEXICO
Customer16653,Class01,center,CIUDAD DE MEXICO
Customer16654,Class01,center,CIUDAD DE MEXICO
Customer16655,Class01,center,CIUDAD DE MEXICO
Customer16656,Class01,center,CIUDAD DE MEXICO
Customer16657,Class01,center,CIUDAD DE MEXICO
Customer16658,Class01,center,CIUDAD DE MEXICO
Customer16659,Class01,center,CIUDAD DE MEXICO
Customer16660,Class01,center,CIUDAD DE MEXICO
Customer16661,Class01,center,CIUDAD DE MEXICO
Customer16662,Class01,center,CIUDAD DE MEXICO
Customer16663,Class01,center,CIUDAD DE MEXICO
Customer16664,Class01,center,CIUDAD DE MEXICO
Customer16665,Class01,center,CIUDAD DE MEXICO
Customer16666,Class01,center,CIUDAD DE MEXICO
Customer16667,Class01,center,CIUDAD DE MEXICO
Customer16668,Class01,center,CIUDAD DE MEXICO
Customer16669,Class01,center,CIUDAD DE MEXICO
Customer16670,Class01,center,CIUDAD DE MEXICO
Customer16671,Class01,center,CIUDAD DE MEXICO
Customer16672,Class01,center,CIUDAD DE MEXICO
Customer16673,Class01,center,CIUDAD DE MEXICO
Customer16674,Class01,center,CIUDAD DE MEXICO
Customer16675,Class01,center,CIUDAD DE MEXICO
Customer16676,Class01,center,CIUDAD DE MEXICO
Customer16677,Class01,center,CIUDAD DE MEXICO
Customer16678,Class01,center,CIUDAD DE MEXICO
Customer16679,Class01,center,CIUDAD DE MEXICO
Customer16680,Class01,center,CIUDAD DE MEXICO
Customer16681,Class01,center,CIUDAD DE MEXICO
Customer16682,Class01,center,CIUDAD DE MEXICO
Customer16683,Class01,center,CIUDAD DE MEXICO
Customer16684,Class01,center,CIUDAD DE MEXICO
Customer16685,Class01,center,CIUDAD DE MEXICO
Customer16686,Class01,center,CIUDAD DE MEXICO
Customer16687,Class01,center,CIUDAD DE MEXICO
Customer16688,Class01,center,CIUDAD DE MEXICO
Customer16689,Class01,center,CIUDAD DE MEXICO
Customer16690,Class01,center,CIUDAD DE MEXICO
Customer16691,Class01,center,CIUDAD DE MEXICO
Customer16692,Class01,center,CIUDAD DE MEXICO
Customer16693,Class01,center,CIUDAD DE MEXICO
Customer16694,Class01,center,CIUDAD DE MEXICO
Customer16695,Class01,center,CIUDAD DE MEXICO
Customer16696,Class01,center,CIUDAD DE MEXICO
Customer16697,Class01,center,CIUDAD DE MEXICO
Customer16698,Class01,center,CIUDAD DE MEXICO
Customer16699,Class01,center,CIUDAD DE MEXICO
Customer16700,Class01,center,CIUDAD DE MEXICO
Customer16701,Class01,center,CIUDAD DE MEXICO
Customer16702,Class01,center,CIUDAD DE MEXICO
Customer16703,Class01,center,CIUDAD DE MEXICO
Customer16704,Class01,center,CIUDAD DE MEXICO
Customer16705,Class01,center,CIUDAD DE MEXICO
Customer16706,Class01,center,CIUDAD DE MEXICO
Customer16707,Class01,center,CIUDAD DE MEXICO
Customer16708,Class01,center,CIUDAD DE MEXICO
Customer16709,Class01,center,CIUDAD DE MEXICO
Customer16710,Class01,center,CIUDAD DE MEXICO
Customer16711,Class01,center,CIUDAD DE MEXICO
Customer16712,Class01,center,CIUDAD DE MEXICO
Customer16713,Class01,center,CIUDAD DE MEXICO
Customer16714,Class01,center,CIUDAD DE MEXICO
Customer16715,Class01,center,CIUDAD DE MEXICO
Customer16716,Class01,center,ESTADO DE MEXICO
Customer16717,Class01,center,CIUDAD DE MEXICO
Customer16718,Class01,center,CIUDAD DE MEXICO
Customer16719,Class01,center,CIUDAD DE MEXICO
Customer16720,Class01,center,CIUDAD DE MEXICO
Customer16721,Class01,center,CIUDAD DE MEXICO
Customer16722,Class01,center,CIUDAD DE MEXICO
Customer16723,Class01,center,CIUDAD DE MEXICO
Customer16724,Class01,center,CIUDAD DE MEXICO
Customer16725,Class01,center,CIUDAD DE MEXICO
Customer16726,Class01,center,CIUDAD DE MEXICO
Customer16727,Class01,center,CIUDAD DE MEXICO
Customer16728,Class01,center,CIUDAD DE MEXICO
Customer16729,Class01,center,CIUDAD DE MEXICO
Customer16730,Class01,center,CIUDAD DE MEXICO
Customer16731,Class01,center,CIUDAD DE MEXICO
Customer16732,Class01,center,CIUDAD DE MEXICO
Customer16733,Class01,center,CIUDAD DE MEXICO
Customer16734,Class01,center,CIUDAD DE MEXICO
Customer16735,Class01,center,ESTADO DE MEXICO
Customer16736,Class01,center,CIUDAD DE MEXICO
Customer16737,Class01,center,CIUDAD DE MEXICO
Customer16738,Class01,center,CIUDAD DE MEXICO
Customer16739,Class01,center,CIUDAD DE MEXICO
Customer16740,Class01,center,CIUDAD DE MEXICO
Customer16741,Class01,center,CIUDAD DE MEXICO
Customer16742,Class01,center,ESTADO DE MEXICO
Customer16743,Class01,center,CIUDAD DE MEXICO
Customer16744,Class01,center,CIUDAD DE MEXICO
Customer16745,Class01,center,CIUDAD DE MEXICO
Customer16746,Class01,center,CIUDAD DE MEXICO
Customer16747,Class01,center,CIUDAD DE MEXICO
Customer16748,Class01,center,CIUDAD DE MEXICO
Customer16749,Class01,center,CIUDAD DE MEXICO
Customer16750,Class01,center,CIUDAD DE MEXICO
Customer16751,Class01,center,CIUDAD DE MEXICO
Customer16752,Class01,center,CIUDAD DE MEXICO
Customer16753,Class01,center,CIUDAD DE MEXICO
Customer16754,Class01,center,CIUDAD DE MEXICO
Customer16755,Class01,center,CIUDAD DE MEXICO
Customer16756,Class01,center,CIUDAD DE MEXICO
Customer16757,Class01,center,CIUDAD DE MEXICO
Customer16758,Class01,center,CIUDAD DE MEXICO
Customer16759,Class01,center,AGUASCALIENTES
Customer16760,Class01,center,CIUDAD DE MEXICO
Customer16761,Class01,center,CIUDAD DE MEXICO
Customer16762,Class01,center,CIUDAD DE MEXICO
Customer16763,Class01,center,CIUDAD DE MEXICO
Customer16764,Class01,center,CIUDAD DE MEXICO
Customer16765,Class01,center,CIUDAD DE MEXICO
Customer16766,Class01,center,CIUDAD DE MEXICO
Customer16767,Class01,center,CIUDAD DE MEXICO
Customer16768,Class01,center,CIUDAD DE MEXICO
Customer16769,Class01,center,CIUDAD DE MEXICO
Customer16770,Class01,center,PUEBLA
Customer16771,Class01,center,CIUDAD DE MEXICO
Customer16772,Class01,center,CIUDAD DE MEXICO
Customer16773,Class01,center,CIUDAD DE MEXICO
Customer16774,Class01,center,CIUDAD DE MEXICO
Customer16775,Class01,center,CIUDAD DE MEXICO
Customer16776,Class01,center,CIUDAD DE MEXICO
Customer16777,Class01,center,CIUDAD DE MEXICO
Customer16778,Class01,center,CIUDAD DE MEXICO
Customer16779,Class01,center,CIUDAD DE MEXICO
Customer16780,Class01,center,CIUDAD DE MEXICO
Customer16781,Class01,center,CIUDAD DE MEXICO
Customer16782,Class01,center,CIUDAD DE MEXICO
Customer16783,Class01,center,CIUDAD DE MEXICO
Customer16784,Class01,center,CIUDAD DE MEXICO
Customer16785,Class01,center,CIUDAD DE MEXICO
Customer16786,Class01,center,CIUDAD DE MEXICO
Customer16787,Class01,center,CIUDAD DE MEXICO
Customer16788,Class01,center,CIUDAD DE MEXICO
Customer16789,Class01,center,CIUDAD DE MEXICO
Customer16790,Class01,center,CIUDAD DE MEXICO
Customer16791,Class01,center,CIUDAD DE MEXICO
Customer16792,Class01,center,CIUDAD DE MEXICO
Customer16793,Class01,center,CIUDAD DE MEXICO
Customer16794,Class01,center,CIUDAD DE MEXICO
Customer16795,Class01,center,CIUDAD DE MEXICO
Customer16796,Class01,center,CIUDAD DE MEXICO
Customer16797,Class01,center,CIUDAD DE MEXICO
Customer16798,Class01,center,CIUDAD DE MEXICO
Customer16799,Class01,center,CIUDAD DE MEXICO
Customer16800,Class01,center,CIUDAD DE MEXICO
Customer16801,Class01,center,CIUDAD DE MEXICO
Customer16802,Class01,center,CIUDAD DE MEXICO
Customer16803,Class01,center,CIUDAD DE MEXICO
Customer16804,Class01,center,CIUDAD DE MEXICO
Customer16805,Class01,center,CIUDAD DE MEXICO
Customer16806,Class01,center,CIUDAD DE MEXICO
Customer16807,Class01,center,CIUDAD DE MEXICO
Customer16808,Class01,center,"D,F."
Customer16809,Class01,center,CIUDAD DE MEXICO
Customer16810,Class01,center,CIUDAD DE MEXICO
Customer16811,Class01,center,CIUDAD DE MEXICO
Customer16812,Class01,center,CIUDAD DE MEXICO
Customer16813,Class01,center,CIUDAD DE MEXICO
Customer16814,Class01,center,CIUDAD DE MEXICO
Customer16815,Class01,center,CIUDAD DE MEXICO
Customer16816,Class01,center,CIUDAD DE MEXICO
Customer16817,Class01,center,CIUDAD DE MEXICO
Customer16818,Class01,center,CIUDAD DE MEXICO
Customer16819,Class01,center,CIUDAD DE MEXICO
Customer16820,Class01,center,CIUDAD DE MEXICO
Customer16821,Class01,center,CIUDAD DE MEXICO
Customer16822,Class01,center,CIUDAD DE MEXICO
Customer16823,Class01,center,CIUDAD DE MEXICO
Customer16824,Class01,center,CIUDAD DE MEXICO
Customer16825,Class01,center,CIUDAD DE MEXICO
Customer16826,Class01,center,CIUDAD DE MEXICO
Customer16827,Class01,center,CIUDAD DE MEXICO
Customer16828,Class01,center,ESTADO DE MEXICO
Customer16829,Class01,center,MORELOS
Customer16830,Class01,center,CIUDAD DE MEXICO
Customer16831,Class01,center,CIUDAD DE MEXICO
Customer16832,Class01,center,CIUDAD DE MEXICO
Customer16833,Class01,center,CIUDAD DE MEXICO
Customer16834,Class01,center,CIUDAD DE MEXICO
Customer16835,Class01,center,CIUDAD DE MEXICO
Customer16836,Class01,center,CIUDAD DE MEXICO
Customer16837,Class01,center,CIUDAD DE MEXICO
Customer16838,Class01,center,CIUDAD DE MEXICO
Customer16839,Class01,center,CIUDAD DE MEXICO
Customer16840,Class01,center,CIUDAD DE MEXICO
Customer16841,Class01,center,CIUDAD DE MEXICO
Customer16842,Class01,center,CIUDAD DE MEXICO
Customer16843,Class01,center,CIUDAD DE MEXICO
Customer16844,Class01,center,CIUDAD DE MEXICO
Customer16845,Class01,center,CIUDAD DE MEXICO
Customer16846,Class01,center,CIUDAD DE MEXICO
Customer16847,Class01,center,CIUDAD DE MEXICO
Customer16848,Class01,center,CIUDAD DE MEXICO
Customer16849,Class01,center,CIUDAD DE MEXICO
Customer16850,Class01,center,CIUDAD DE MEXICO
Customer16851,Class01,center,CIUDAD DE MEXICO
Customer16852,Class01,center,CIUDAD DE MEXICO
Customer16853,Class01,center,CIUDAD DE MEXICO
Customer16854,Class01,center,CIUDAD DE MEXICO
Customer16855,Class01,center,CIUDAD DE MEXICO
Customer16856,Class01,center,CIUDAD DE MEXICO
Customer16857,Class01,center,CIUDAD DE MEXICO
Customer16858,Class01,center,CIUDAD DE MEXICO
Customer16859,Class01,center,CIUDAD DE MEXICO
Customer16860,Class01,center,CIUDAD DE MEXICO
Customer16861,Class01,center,CIUDAD DE MEXICO
Customer16862,Class01,center,CIUDAD DE MEXICO
Customer16863,Class01,center,CIUDAD DE MEXICO
Customer16864,Class01,center,CIUDAD DE MEXICO
Customer16865,Class01,center,CIUDAD DE MEXICO
Customer16866,Class01,center,CIUDAD DE MEXICO
Customer16867,Class01,center,CIUDAD DE MEXICO
Customer16868,Class01,center,CIUDAD DE MEXICO
Customer16869,Class01,center,CIUDAD DE MEXICO
Customer16870,Class01,center,CIUDAD DE MEXICO
Customer16871,Class01,center,CIUDAD DE MEXICO
Customer16872,Class01,center,CIUDAD DE MEXICO
Customer16873,Class01,center,CIUDAD DE MEXICO
Customer16874,Class01,center,CIUDAD DE MEXICO
Customer16875,Class01,center,CIUDAD DE MEXICO
Customer16876,Class01,center,CIUDAD DE MEXICO
Customer16877,Class01,center,CIUDAD DE MEXICO
Customer16878,Class01,center,CIUDAD DE MEXICO
Customer16879,Class01,center,CIUDAD DE MEXICO
Customer16880,Class01,center,CIUDAD DE MEXICO
Customer16881,Class01,center,CIUDAD DE MEXICO
Customer16882,Class01,center,CIUDAD DE MEXICO
Customer16883,Class01,center,CIUDAD DE MEXICO
Customer16884,Class01,center,CIUDAD DE MEXICO
Customer16885,Class01,center,CIUDAD DE MEXICO
Customer16886,Class01,center,CIUDAD DE MEXICO
Customer16887,Class01,center,CIUDAD DE MEXICO
Customer16888,Class01,center,CIUDAD DE MEXICO
Customer16889,Class01,center,CIUDAD DE MEXICO
Customer16890,Class01,center,CIUDAD DE MEXICO
Customer16891,Class01,center,CIUDAD DE MEXICO
Customer16892,Class01,center,CIUDAD DE MEXICO
Customer16893,Class01,center,CIUDAD DE MEXICO
Customer16894,Class01,center,CIUDAD DE MEXICO
Customer16895,Class01,center,CIUDAD DE MEXICO
Customer16896,Class01,center,MICHOACAN
Customer16897,Class01,center,CIUDAD DE MEXICO
Customer16898,Class01,center,CIUDAD DE MEXICO
Customer16899,Class01,center,CIUDAD DE MEXICO
Customer16900,Class01,center,CIUDAD DE MEXICO
Customer16901,Class01,center,CIUDAD DE MEXICO
Customer16902,Class01,center,CIUDAD DE MEXICO
Customer16903,Class01,center,CIUDAD DE MEXICO
Customer16904,Class01,center,CIUDAD DE MEXICO
Customer16905,Class01,center,CIUDAD DE MEXICO
Customer16906,Class01,center,ESTADO DE MEXICO
Customer16907,Class01,center,CIUDAD DE MEXICO
Customer16908,Class01,center,ESTADO DE MEXICO
Customer16909,Class01,center,CIUDAD DE MEXICO
Customer16910,Class01,center,CIUDAD DE MEXICO
Customer16911,Class01,center,CIUDAD DE MEXICO
Customer16912,Class01,center,CIUDAD DE MEXICO
Customer16913,Class01,center,CIUDAD DE MEXICO
Customer16914,Class01,center,MICHOACAN
Customer16915,Class01,center,CIUDAD DE MEXICO
Customer16916,Class01,center,ESTADO DE MEXICO
Customer16917,Class01,center,CIUDAD DE MEXICO
Customer16918,Class01,center,ESTADO DE MEXICO
Customer16919,Class01,center,CIUDAD DE MEXICO
Customer16920,Class01,center,CIUDAD DE MEXICO
Customer16921,Class01,center,CIUDAD DE MEXICO
Customer16922,Class01,center,CIUDAD DE MEXICO
Customer16923,Class01,center,CIUDAD DE MEXICO
Customer16924,Class01,center,CIUDAD DE MEXICO
Customer16925,Class01,center,CIUDAD DE MEXICO
Customer16926,Class01,center,CIUDAD DE MEXICO
Customer16927,Class01,center,CIUDAD DE MEXICO
Customer16928,Class01,center,CIUDAD DE MEXICO
Customer16929,Class01,center,CIUDAD DE MEXICO
Customer16930,Class01,center,CIUDAD DE MEXICO
Customer16931,Class01,center,CIUDAD DE MEXICO
Customer16932,Class01,center,CIUDAD DE MEXICO
Customer16933,Class01,center,CIUDAD DE MEXICO
Customer16934,Class01,center,CIUDAD DE MEXICO
Customer16935,Class01,north,CHIHUAHUA
Customer16936,Class01,center,CIUDAD DE MEXICO
Customer16937,Class01,center,CIUDAD DE MEXICO
Customer16938,Class01,center,CIUDAD DE MEXICO
Customer16939,Class01,center,CIUDAD DE MEXICO
Customer16940,Class01,center,CIUDAD DE MEXICO
Customer16941,Class01,center,CIUDAD DE MEXICO
Customer16942,Class01,center,CIUDAD DE MEXICO
Customer16943,Class01,center,CIUDAD DE MEXICO
Customer16944,Class01,center,ESTADO DE MEXICO
Customer16945,Class01,center,CIUDAD DE MEXICO
Customer16946,Class01,center,CIUDAD DE MEXICO
Customer16947,Class01,center,CIUDAD DE MEXICO
Customer16948,Class01,center,CIUDAD DE MEXICO
Customer16949,Class01,center,CIUDAD DE MEXICO
Customer16950,Class01,center,CIUDAD DE MEXICO
Customer16951,Class01,center,CIUDAD DE MEXICO
Customer16952,Class01,center,CIUDAD DE MEXICO
Customer16953,Class01,center,CIUDAD DE MEXICO
Customer16954,Class01,center,CIUDAD DE MEXICO
Customer16955,Class01,center,PUEBLA
Customer16956,Class01,center,CIUDAD DE MEXICO
Customer16957,Class01,center,CIUDAD DE MEXICO
Customer16958,Class01,center,CIUDAD DE MEXICO
Customer16959,Class01,center,CIUDAD DE MEXICO
Customer16960,Class01,center,CIUDAD DE MEXICO
Customer16961,Class01,center,CIUDAD DE MEXICO
Customer16962,Class01,center,CIUDAD DE MEXICO
Customer16963,Class01,center,CIUDAD DE MEXICO
Customer16964,Class01,center,CIUDAD DE MEXICO
Customer16965,Class01,center,CIUDAD DE MEXICO
Customer16966,Class01,center,CIUDAD DE MEXICO
Customer16967,Class01,center,CIUDAD DE MEXICO
Customer16968,Class01,center,CIUDAD DE MEXICO
Customer16969,Class01,center,CIUDAD DE MEXICO
Customer16970,Class01,center,CIUDAD DE MEXICO
Customer16971,Class01,center,CIUDAD DE MEXICO
Customer16972,Class01,center,CIUDAD DE MEXICO
Customer16973,Class01,center,CIUDAD DE MEXICO
Customer16974,Class01,center,CIUDAD DE MEXICO
Customer16975,Class01,center,CIUDAD DE MEXICO
Customer16976,Class01,center,CIUDAD DE MEXICO
Customer16977,Class01,center,CIUDAD DE MEXICO
Customer16978,Class01,center,CIUDAD DE MEXICO
Customer16979,Class01,center,CIUDAD DE MEXICO
Customer16980,Class01,center,CIUDAD DE MEXICO
Customer16981,Class01,center,CIUDAD DE MEXICO
Customer16982,Class01,center,CIUDAD DE MEXICO
Customer16983,Class01,center,CIUDAD DE MEXICO
Customer16984,Class01,center,CIUDAD DE MEXICO
Customer16985,Class01,center,CIUDAD DE MEXICO
Customer16986,Class01,center,CIUDAD DE MEXICO
Customer16987,Class01,center,CIUDAD DE MEXICO
Customer16988,Class01,center,CIUDAD DE MEXICO
Customer16989,Class01,center,CIUDAD DE MEXICO
Customer16990,Class01,center,CIUDAD DE MEXICO
Customer16991,Class01,center,CIUDAD DE MEXICO
Customer16992,Class01,center,CIUDAD DE MEXICO
Customer16993,Class01,center,CIUDAD DE MEXICO
Customer16994,Class01,center,CIUDAD DE MEXICO
Customer16995,Class01,center,CIUDAD DE MEXICO
Customer16996,Class01,center,CIUDAD DE MEXICO
Customer16997,Class01,center,CIUDAD DE MEXICO
Customer16998,Class01,center,CIUDAD DE MEXICO
Customer16999,Class01,center,CIUDAD DE MEXICO
Customer17000,Class01,center,DISTRITO FEDERAL
Customer17001,Class01,center,CIUDAD DE MEXICO
Customer17002,Class01,center,CIUDAD DE MEXICO
Customer17003,Class01,center,CIUDAD DE MEXICO
Customer17004,Class01,center,CIUDAD DE MEXICO
Customer17005,Class01,center,CIUDAD DE MEXICO
Customer17006,Class01,center,CIUDAD DE MEXICO
Customer17007,Class01,center,CIUDAD DE MEXICO
Customer17008,Class01,center,CIUDAD DE MEXICO
Customer17009,Class01,center,CIUDAD DE MEXICO
Customer17010,Class01,center,CIUDAD DE MEXICO
Customer17011,Class01,center,MORELOS
Customer17012,Class01,center,CIUDAD DE MEXICO
Customer17013,Class01,center,CIUDAD DE MEXICO
Customer17014,Class01,center,CIUDAD DE MEXICO
Customer17015,Class01,center,CIUDAD DE MEXICO
Customer17016,Class01,center,CIUDAD DE MEXICO
Customer17017,Class01,center,CIUDAD DE MEXICO
Customer17018,Class01,center,CIUDAD DE MEXICO
Customer17019,Class01,center,CIUDAD DE MEXICO
Customer17020,Class01,center,CIUDAD DE MEXICO
Customer17021,Class01,center,CIUDAD DE MEXICO
Customer17022,Class01,center,CIUDAD DE MEXICO
Customer17023,Class01,center,CIUDAD DE MEXICO
Customer17024,Class01,center,CIUDAD DE MEXICO
Customer17025,Class01,center,CIUDAD DE MEXICO
Customer17026,Class01,center,CIUDAD DE MEXICO
Customer17027,Class01,center,CIUDAD DE MEXICO
Customer17028,Class01,center,CIUDAD DE MEXICO
Customer17029,Class01,center,CIUDAD DE MEXICO
Customer17030,Class01,center,DISTRITO FEDERAL
Customer17031,Class01,center,CIUDAD DE MEXICO
Customer17032,Class01,center,CIUDAD DE MEXICO
Customer17033,Class01,center,CIUDAD DE MEXICO
Customer17034,Class01,center,CIUDAD DE MEXICO
Customer17035,Class01,center,CIUDAD DE MEXICO
Customer17036,Class01,center,CIUDAD DE MEXICO
Customer17037,Class01,center,CIUDAD DE MEXICO
Customer17038,Class01,center,CIUDAD DE MEXICO
Customer17039,Class01,center,CIUDAD DE MEXICO
Customer17040,Class01,center,CIUDAD DE MEXICO
Customer17041,Class01,center,CIUDAD DE MEXICO
Customer17042,Class01,center,CIUDAD DE MEXICO
Customer17043,Class01,center,CIUDAD DE MEXICO
Customer17044,Class01,center,CIUDAD DE MEXICO
Customer17045,Class01,center,CIUDAD DE MEXICO
Customer17046,Class01,center,CIUDAD DE MEXICO
Customer17047,Class01,center,PUEBLA
Customer17048,Class01,center,CIUDAD DE MEXICO
Customer17049,Class01,center,CIUDAD DE MEXICO
Customer17050,Class01,center,CIUDAD DE MEXICO
Customer17051,Class01,center,CIUDAD DE MEXICO
Customer17052,Class01,center,CIUDAD DE MEXICO
Customer17053,Class01,center,CIUDAD DE MEXICO
Customer17054,Class01,center,ESTADO DE MEXICO
Customer17055,Class01,center,CIUDAD DE MEXICO
Customer17056,Class01,center,CIUDAD DE MEXICO
Customer17057,Class01,center,CIUDAD DE MEXICO
Customer17058,Class01,center,CIUDAD DE MEXICO
Customer17059,Class01,center,CIUDAD DE MEXICO
Customer17060,Class01,center,ZACATECAS
Customer17061,Class01,center,CIUDAD DE MEXICO
Customer17062,Class01,center,CIUDAD DE MEXICO
Customer17063,Class01,center,ESTADO DE MEXICO
Customer17064,Class01,center,CIUDAD DE MEXICO
Customer17065,Class01,center,CIUDAD DE MEXICO
Customer17066,Class01,center,CIUDAD DE MEXICO
Customer17067,Class01,center,CIUDAD DE MEXICO
Customer17068,Class01,center,CIUDAD DE MEXICO
Customer17069,Class01,center,CIUDAD DE MEXICO
Customer17070,Class01,center,CIUDAD DE MEXICO
Customer17071,Class01,center,CIUDAD DE MEXICO
Customer17072,Class01,center,CIUDAD DE MEXICO
Customer17073,Class01,center,CIUDAD DE MEXICO
Customer17074,Class01,center,CIUDAD DE MEXICO
Customer17075,Class01,center,CIUDAD DE MEXICO
Customer17076,Class01,center,ESTADO DE MEXICO
Customer17077,Class01,center,CIUDAD DE MEXICO
Customer17078,Class01,center,CIUDAD DE MEXICO
Customer17079,Class01,center,CIUDAD DE MEXICO
Customer17080,Class01,center,CIUDAD DE MEXICO
Customer17081,Class01,center,CIUDAD DE MEXICO
Customer17082,Class01,center,CIUDAD DE MEXICO
Customer17083,Class01,center,ESTADO DE MEXICO
Customer17084,Class01,center,CIUDAD DE MEXICO
Customer17085,Class01,center,CIUDAD DE MEXICO
Customer17086,Class01,center,CIUDAD DE MEXICO
Customer17087,Class01,center,CIUDAD DE MEXICO
Customer17088,Class01,center,CIUDAD DE MEXICO
Customer17089,Class01,center,CIUDAD DE MEXICO
Customer17090,Class01,center,CIUDAD DE MEXICO
Customer17091,Class01,center,CIUDAD DE MEXICO
Customer17092,Class01,center,CIUDAD DE MEXICO
Customer17093,Class01,center,CIUDAD DE MEXICO
Customer17094,Class01,center,CIUDAD DE MEXICO
Customer17095,Class01,south,VERACRUZ
Customer17096,Class01,center,CIUDAD DE MEXICO
Customer17097,Class01,center,CIUDAD DE MEXICO
