Customer,Class,Kcustomer,Location
Customer18155,Class01,,CDMX
Customer18156,Class01,,CDMX
Customer18157,Class01,,CDMX
Customer18158,Class01,,CDMX
Customer18159,Class01,,MICHOACAN
Customer18160,Class01,,CDMX
Customer18161,Class01,,CDMX
Customer18162,Class01,,CDMX
Customer18163,Class01,,CDMX
Customer18164,Class01,,CDMX
Customer18165,Class01,,CDMX
Customer18166,Class01,,CDMX
Customer18167,Class01,,PUEBLA
Customer18168,Class01,,CDMX
Customer18169,Class01,,CDMX
Customer18170,Class01,,CDMX
Customer18171,Class01,,CDMX
Customer18172,Class01,,CDMX
Customer18173,Class01,,CDMX
Customer18174,Class01,,CDMX
Customer18175,Class01,,CDMX
Customer18176,Class01,,CDMX
Customer18177,Class01,,CDMX
Customer18178,Class01,,CDMX
Customer18179,Class01,,CDMX
Customer18180,Class01,,CDMX
Customer18181,Class01,,CDMX
Customer18182,Class01,,CDMX
Customer18183,Class01,,CDMX
Customer18184,Class01,,CDMX
Customer18185,Class01,,CDMX
Customer18186,Class01,,CDMX
Customer18187,Class01,,CDMX
Customer18188,Class01,,CDMX
Customer18189,Class01,,CDMX
Customer18190,Class01,,CDMX
Customer18191,Class01,,CDMX
Customer18192,Class01,,CDMX
Customer18193,Class01,,CDMX
Customer18194,Class01,,CHIAPAS
Customer18195,Class01,,CDMX
Customer18196,Class01,,CDMX
Customer18197,Class01,,CDMX
Customer18198,Class01,,CDMX
Customer18199,Class01,,CDMX
Customer18200,Class01,,CDMX
Customer18201,Class01,,CDMX
Customer18202,Class01,,CDMX
Customer18203,Class01,,CDMX
Customer18204,Class01,,CDMX
Customer18205,Class01,,CDMX
Customer18206,Class01,,CDMX
Customer18207,Class01,,CDMX
Customer18208,Class01,,CDMX
Customer18209,Class01,,CDMX
Customer18210,Class01,,CDMX
Customer18211,Class01,,CDMX
Customer18212,Class01,,CDMX
Customer18213,Class01,,CDMX
Customer18214,Class01,,MORELOS
Customer18215,Class01,,CDMX
Customer18216,Class01,,CDMX
Customer18217,Class01,,CDMX
Customer18218,Class01,,CDMX
Customer18219,Class01,,CDMX
Customer18220,Class01,,CDMX
Customer18221,Class01,,CDMX
Customer18222,Class01,,CDMX
Customer18223,Class01,,CDMX
Customer18224,Class01,,CDMX
Customer18225,Class01,,CDMX
Customer18226,Class01,,CDMX
Customer18227,Class01,,CDMX
Customer18228,Class01,,CDMX
Customer18229,Class01,,CDMX
Customer18230,Class01,,CDMX
Customer18231,Class01,,CDMX
Customer18232,Class01,,CDMX
Customer18233,Class01,,CDMX
Customer18234,Class01,,CDMX
Customer18235,Class01,,CDMX
Customer18236,Class01,,CDMX
Customer18237,Class01,,CDMX
Customer18238,Class01,,CDMX
Customer18239,Class01,,CDMX
Customer18240,Class01,,CDMX
Customer18241,Class01,,CDMX
Customer18242,Class01,,CDMX
Customer18243,Class01,,CDMX
Customer18244,Class01,,CDMX
Customer18245,Class01,,CDMX
Customer18246,Class01,,CDMX
Customer18247,Class01,,CDMX
Customer18248,Class01,,CDMX
Customer18249,Class01,,CDMX
Customer18250,Class01,,CDMX
Customer18251,Class01,,CDMX
Customer18252,Class01,,CDMX
Customer18253,Class01,,CDMX
Customer18254,Class01,,CDMX
Customer18255,Class01,,CDMX
Customer18256,Class01,,CDMX
Customer18257,Class01,,CDMX
Customer18258,Class01,,CDMX
Customer18259,Class01,,CDMX
Customer18260,Class01,,CDMX
Customer18261,Class01,,CDMX
Customer18262,Class01,,CDMX
Customer18263,Class01,,CDMX
Customer18264,Class01,,QUERETARO
Customer18265,Class01,,CDMX
Customer18266,Class01,,MICHOACAN
Customer18267,Class01,,CDMX
Customer18268,Class01,,CDMX
Customer18269,Class01,,CDMX
Customer18270,Class01,,CDMX
Customer18271,Class01,,CDMX
Customer18272,Class01,,CDMX
Customer18273,Class01,,CDMX
Customer18274,Class01,,CDMX
Customer18275,Class01,,CDMX
Customer18276,Class01,,CDMX
Customer18277,Class01,,CDMX
Customer18278,Class01,,CDMX
Customer18279,Class01,,CDMX
Customer18280,Class01,,CDMX
Customer18281,Class01,,CDMX
Customer18282,Class01,,DISTRITO FEDERAL
Customer18283,Class01,,CDMX
Customer18284,Class01,,CDMX
Customer18285,Class01,,CDMX
Customer18286,Class01,,YUCATAN
Customer18287,Class01,,CDMX
Customer18288,Class01,,CDMX
Customer18289,Class01,,EDO MEX
Customer18290,Class01,,HIDALGO
Customer18291,Class01,,CDMX
Customer18292,Class01,,CDMX
Customer18293,Class01,,CDMX
Customer18294,Class01,,CDMX
Customer18295,Class01,,CDMX
Customer18296,Class01,,EDO MEX
Customer18297,Class01,,CDMX
Customer18298,Class01,,EDO MEX
Customer18299,Class01,,CDMX
Customer18300,Class01,,CDMX
Customer18301,Class01,,DISTRITO FEDERAL
Customer18302,Class01,,CDMX
Customer18303,Class01,,CDMX
Customer18304,Class01,,CDMX
Customer18305,Class01,,DISTRITO FEDERAL
Customer18306,Class01,,SAN LUIS POTOSI
Customer18307,Class01,,CDMX
Customer18308,Class01,,DISTRITO FEDERAL
Customer18309,Class01,,CDMX
Customer18310,Class01,,CDMX
Customer18311,Class01,,DISTRITO FEDERAL
Customer18312,Class01,,CDMX
Customer18313,Class01,,CDMX
Customer18314,Class01,,CDMX
Customer18315,Class01,,CDMX
Customer18316,Class01,,EDO MEX
Customer18317,Class01,,EDO MEX
Customer18318,Class01,,HIDALGO
Customer18319,Class01,,CDMX
Customer18320,Class01,,CIUDAD DEL CARMEN CAMPECHE
Customer18321,Class01,,DISTRITO FEDERAL
Customer18322,Class01,,CDMX
Customer18323,Class01,,CDMX
Customer18324,Class01,,CDMX
Customer18325,Class01,,CDMX
Customer18326,Class01,,CDMX
Customer18327,Class01,,GUERRERO
Customer18328,Class01,,CDMX
Customer18329,Class01,,CDMX
Customer18330,Class01,,VERACRUZ
Customer18331,Class01,,CDMX
Customer18332,Class01,,EDO MEX
Customer18333,Class01,,CDMX
Customer18334,Class01,,CDMX
Customer18335,Class01,,CDMX
Customer18336,Class01,,CDMX
Customer18337,Class01,,CDMX
Customer18338,Class01,,CDMX
Customer18339,Class01,,CDMX
Customer18340,Class01,,CANCUN Q.ROO
Customer18341,Class01,,CDMX
Customer18342,Class01,,CDMX
Customer18343,Class01,,CDMX
Customer18344,Class01,,CDMX
Customer18345,Class01,,DISTRITO FEDERAL
Customer18346,Class01,,CDMX
Customer18347,Class01,,GUERRERO
Customer18348,Class01,,CDMX
Customer18349,Class01,,CDMX
Customer18350,Class01,,CDMX
Customer18351,Class01,,DISTRITO FEDERAL
Customer18352,Class01,,CDMX
Customer18353,Class01,,CDMX
Customer18354,Class01,,CDMX
Customer18355,Class01,,ESTADO DE MEXICO
Customer18356,Class01,,CDMX
Customer18357,Class01,,CDMX
Customer18358,Class01,,CDMX
Customer18359,Class01,,CDMX
Customer18360,Class01,,CDMX
Customer18361,Class01,,CDMX
Customer18362,Class01,,ESTADO DE MEXICO
Customer18363,Class01,,CDMX
Customer18364,Class01,,CDMX
Customer18365,Class01,,CDMX
Customer18366,Class01,,CDMX
Customer18367,Class01,,CDMX
Customer18368,Class01,,CDMX
Customer18369,Class01,,CDMX
Customer18370,Class01,,CDMX
Customer18371,Class01,,CDMX
Customer18372,Class01,,CDMX
Customer18373,Class01,,CDMX
Customer18374,Class01,,CDMX
Customer18375,Class01,,CDMX
Customer18376,Class01,,CDMX
Customer18377,Class01,,DISTRITO FEDERAL
Customer18378,Class01,,CDMX
Customer18379,Class01,,CDMX
Customer18380,Class01,,CDMX
Customer18381,Class01,,CDMX
Customer18382,Class01,,CDMX
Customer18383,Class01,,PUEBLA
Customer18384,Class01,,CDMX
Customer18385,Class01,,CDMX
Customer18386,Class01,,CDMX
Customer18387,Class01,,CDMX
Customer18388,Class01,,CDMX
Customer18389,Class01,,CDMX
Customer18390,Class01,,CDMX
Customer18391,Class01,,CDMX
Customer18392,Class01,,CDMX
Customer18393,Class01,,CDMX
Customer18394,Class01,,DISTRITO FEDERAL
Customer18395,Class01,,QUERETARO
Customer18396,Class01,,CDMX
Customer18397,Class01,,CDMX
Customer18398,Class01,,CDMX
Customer18399,Class01,,CDMX
Customer18400,Class01,,CDMX
Customer18401,Class01,,CDMX
Customer18402,Class01,,CDMX
Customer18403,Class01,,CDMX
Customer18404,Class01,,CDMX
Customer18405,Class01,,CDMX
Customer18406,Class01,,CDMX
Customer18407,Class01,,DISTRITO FEDERAL
Customer18408,Class01,,CDMX
Customer18409,Class01,,CDMX
Customer18410,Class01,,CDMX
Customer18411,Class01,,CDMX
Customer18412,Class01,,CDMX
Customer18413,Class01,,DISTRITO FEDERAL
Customer18414,Class01,,CDMX
Customer18415,Class01,,CDMX
Customer18416,Class01,,CDMX
Customer18417,Class01,,CDMX
Customer18418,Class01,,CDMX
Customer18419,Class01,,CDMX
Customer18420,Class01,,CDMX
Customer18421,Class01,,CDMX
Customer18422,Class01,,CDMX
Customer18423,Class01,,EDO MEX
Customer18424,Class01,,CDMX
Customer18425,Class01,,CDMX
Customer18426,Class01,,CDMX
Customer18427,Class01,,CDMX
Customer18428,Class01,,CDMX
Customer18429,Class01,,CDMX
Customer18430,Class01,,CDMX
Customer18431,Class01,,CDMX
Customer18432,Class01,,CDMX
Customer18433,Class01,,CDMX
Customer18434,Class01,,CDMX
Customer18435,Class01,,DISTRITO FEDERAL
Customer18436,Class01,,CDMX
Customer18437,Class01,,CDMX
Customer18438,Class01,,CDMX
Customer18439,Class01,,CDMX
Customer18440,Class01,,ALVARO OBRERGON
Customer18441,Class01,,CDMX
Customer18442,Class01,,CDMX
Customer18443,Class01,,CDMX
Customer18444,Class01,,CDMX
Customer18445,Class01,,CDMX
Customer18446,Class01,,CDMX
Customer18447,Class01,,CDMX
Customer18448,Class01,,CDMX
Customer18449,Class01,,CDMX
Customer18450,Class01,,CDMX
Customer18451,Class01,,CDMX
Customer18452,Class01,,CDMX
Customer18453,Class01,,CDMX
Customer18454,Class01,,CDMX
Customer18455,Class01,,DISTRITO FEDERAL
Customer18456,Class01,,CDMX
Customer18457,Class01,,CDMX
Customer18458,Class01,,EDO MEX
Customer18459,Class01,,PUEBLA
Customer18460,Class01,,CDMX
Customer18461,Class01,,CDMX
Customer18462,Class01,,CDMX
Customer18463,Class01,,CDMX
Customer18464,Class01,,CDMX
Customer18465,Class01,,CDMX
Customer18466,Class01,,CDMX
Customer18467,Class01,,CDMX
Customer18468,Class01,,CDMX
Customer18469,Class01,,CDMX
Customer18470,Class01,,CDMX
Customer18471,Class01,,CDMX
Customer18472,Class01,,CDMX
Customer18473,Class01,,CDMX
Customer18474,Class01,,CDMX
Customer18475,Class01,,CDMX
Customer18476,Class01,,CDMX
Customer18477,Class01,,CDMX
Customer18478,Class01,,ESTADO DE MEXICO
Customer18479,Class01,,CDMX
Customer18480,Class01,,CDMX
Customer18481,Class01,,CDMX
Customer18482,Class01,,CDMX
Customer18483,Class01,,CDMX
Customer18484,Class01,,CDMX
Customer18485,Class01,,CDMX
Customer18486,Class01,,CDMX
Customer18487,Class01,,CDMX
Customer18488,Class01,,CDMX
Customer18489,Class01,,CDMX
Customer18490,Class01,,CDMX
Customer18491,Class01,,CDMX
Customer18492,Class01,,CDMX
Customer18493,Class01,,CDMX
Customer18494,Class01,,CDMX
Customer18495,Class01,,EDO MEX
Customer18496,Class01,,CDMX
Customer18497,Class01,,CDMX
Customer18498,Class01,,CDMX
Customer18499,Class01,,CDMX
Customer18500,Class01,,CDMX
Customer18501,Class01,,CDMX
Customer18502,Class01,,CDMX
Customer18503,Class01,,CDMX
Customer18504,Class01,,CDMX
Customer18505,Class01,,CDMX
Customer18506,Class01,,CDMX
Customer18507,Class01,,CDMX
Customer18508,Class01,,CDMX
Customer18509,Class01,,CDMX
Customer18510,Class01,,CDMX
Customer18511,Class01,,CDMX
Customer18512,Class01,,CDMX
Customer18513,Class01,,CDMX
Customer18514,Class01,,CDMX
Customer18515,Class01,,CDMX
Customer18516,Class01,,CDMX
Customer18517,Class01,,CDMX
Customer18518,Class01,,CDMX
Customer18519,Class01,,DISTRITO FEDERAL
Customer18520,Class01,,CDMX
Customer18521,Class01,,CDMX
Customer18522,Class01,,CDMX
Customer18523,Class01,,CDMX
Customer18524,Class01,,CDMX
Customer18525,Class01,,CDMX
Customer18526,Class01,,CDMX
Customer18527,Class01,,CDMX
Customer18528,Class01,,CDMX
Customer18529,Class01,,CDMX
Customer18530,Class01,,CDMX
Customer18531,Class01,,CDMX
Customer18532,Class01,,CDMX
Customer18533,Class01,,CDMX
Customer18534,Class01,,CDMX
Customer18535,Class01,,CDMX
Customer18536,Class01,,CDMX
Customer18537,Class01,,CDMX
Customer18538,Class01,,CDMX
Customer18539,Class01,,CDMX
Customer18540,Class01,,CDMX
Customer18541,Class01,,CDMX
Customer18542,Class01,,CDMX
Customer18543,Class01,,CDMX
Customer18544,Class01,,CDMX
Customer18545,Class01,,CDMX
Customer18546,Class01,,CDMX
Customer18547,Class01,,CDMX
Customer18548,Class01,,CDMX
Customer18549,Class01,,CDMX
Customer18550,Class01,,CDMX
Customer18551,Class01,,CDMX
Customer18552,Class01,,CDMX
Customer18553,Class01,,EDO MEX
Customer18554,Class01,,CDMX
Customer18555,Class01,,CDMX
Customer18556,Class01,,CDMX
Customer18557,Class01,,CDMX
Customer18558,Class01,,CDMX
Customer18559,Class01,,CDMX
Customer18560,Class01,,CDMX
Customer18561,Class01,,CDMX
Customer18562,Class01,,CDMX
Customer18563,Class01,,CDMX
Customer18564,Class01,,CDMX
Customer18565,Class01,,CDMX
Customer18566,Class01,,CDMX
Customer18567,Class01,,CDMX
Customer18568,Class01,,CDMX
Customer18569,Class01,,CDMX
Customer18570,Class01,,CDMX
Customer18571,Class01,,CDMX
Customer18572,Class01,,CDMX
Customer18573,Class01,,CDMX
Customer18574,Class01,,CDMX
Customer18575,Class01,,CDMX
Customer18576,Class01,,EDO MEX
Customer18577,Class01,,CDMX
Customer18578,Class01,,CDMX
Customer18579,Class01,,CDMX
Customer18580,Class01,,CDMX
Customer18581,Class01,,CDMX
Customer18582,Class01,,CDMX
Customer18583,Class01,,CDMX
Customer18584,Class01,,CDMX
Customer18585,Class01,,CDMX
Customer18586,Class01,,CDMX
Customer18587,Class01,,CDMX
Customer18588,Class01,,CDMX
Customer18589,Class01,,CDMX
Customer18590,Class01,,CDMX
Customer18591,Class01,,CDMX
Customer18592,Class01,,CDMX
Customer18593,Class01,,EDO MEX
Customer18594,Class01,,CDMX
Customer18595,Class01,,CDMX
Customer18596,Class01,,CDMX
Customer18597,Class01,,CDMX
Customer18598,Class01,,CDMX
Customer18599,Class01,,CDMX
Customer18600,Class01,,CDMX
Customer18601,Class01,,CDMX
Customer18602,Class01,,CDMX
Customer18603,Class01,,CDMX
Customer18604,Class01,,CDMX
Customer18605,Class01,,CDMX
Customer18606,Class01,,CDMX
Customer18607,Class01,,CDMX
Customer18608,Class01,,CDMX
Customer18609,Class01,,CDMX
Customer18610,Class01,,CDMX
Customer18611,Class01,,CDMX
Customer18612,Class01,,CDMX
Customer18613,Class01,,CDMX
Customer18614,Class01,,CDMX
Customer18615,Class01,,CDMX
Customer18616,Class01,,ESTADO DE MEXICO
Customer18617,Class01,,CDMX
Customer18618,Class01,,CDMX
Customer18619,Class01,,CDMX
Customer18620,Class01,,CDMX
Customer18621,Class01,,CDMX
Customer18622,Class01,,CDMX
Customer18623,Class01,,CDMX
Customer18624,Class01,,CDMX
Customer18625,Class01,,CDMX
Customer18626,Class01,,ESTADO DE MEXICO
Customer18627,Class01,,CDMX
Customer18628,Class01,,CDMX
Customer18629,Class01,,CDMX
Customer18630,Class01,,CDMX
Customer18631,Class01,,EDO MEX
Customer18632,Class01,,CDMX
Customer18633,Class01,,CHIAPAS
Customer18634,Class01,,CDMX
Customer18635,Class01,,CDMX
Customer18636,Class01,,CDMX
Customer18637,Class01,,CDMX
Customer18638,Class01,,CDMX
Customer18639,Class01,,CDMX
Customer18640,Class01,,CDMX
Customer18641,Class01,,CDMX
Customer18642,Class01,,CDMX
Customer18643,Class01,,CDMX
Customer18644,Class01,,CDMX
Customer18645,Class01,,CDMX
Customer18646,Class01,,CDMX
Customer18647,Class01,,CDMX
Customer18648,Class01,,CDMX
Customer18649,Class01,,CDMX
Customer18650,Class01,,CDMX
Customer18651,Class01,,CDMX
Customer18652,Class01,,MICHOACAN
Customer18653,Class01,,CDMX
Customer18654,Class01,,CDMX
Customer18655,Class01,,CDMX
Customer18656,Class01,,CDMX
Customer18657,Class01,,CDMX
Customer18658,Class01,,CDMX
Customer18659,Class01,,CDMX
Customer18660,Class01,,CDMX
Customer18661,Class01,,CDMX
Customer18662,Class01,,CDMX
Customer18663,Class01,,CDMX
Customer18664,Class01,,CDMX
Customer18665,Class01,,CDMX
Customer18666,Class01,,CDMX
Customer18667,Class01,,CDMX
Customer18668,Class01,,CDMX
Customer18669,Class01,,CDMX
Customer18670,Class01,,CHIAPAS
Customer18671,Class01,,PUEBLA
Customer18672,Class01,,CDMX
Customer18673,Class01,,CDMX
Customer18674,Class01,,CDMX
Customer18675,Class01,,PUEBLA
Customer18676,Class01,,DISTRITO FEDERAL
Customer18677,Class01,,CDMX
Customer18678,Class01,,CDMX
Customer18679,Class01,,CDMX
Customer18680,Class01,,campeche
Customer18681,Class01,,CDMX
Customer18682,Class01,,CDMX
Customer18683,Class01,,CDMX
Customer18684,Class01,,EDO MEX
Customer18685,Class01,,CDMX
Customer18686,Class01,,CDMX
Customer18687,Class01,,CDMX
Customer18688,Class01,,CDMX
Customer18689,Class01,,CDMX
Customer18690,Class01,,CDMX
Customer18691,Class01,,CDMX
Customer18692,Class01,,CDMX
Customer18693,Class01,,CDMX
Customer18694,Class01,,CDMX
Customer18695,Class01,,CDMX
Customer18696,Class01,,CDMX
Customer18697,Class01,,CDMX
Customer18698,Class01,,CDMX
Customer18699,Class01,,CDMX
Customer18700,Class01,,CDMX
Customer18701,Class01,,CDMX
Customer18702,Class01,,CDMX
Customer18703,Class01,,CDMX
Customer18704,Class01,,CDMX
Customer18705,Class01,,CDMX
Customer18706,Class01,,CDMX
Customer18707,Class01,,CDMX
Customer18708,Class01,,CDMX
Customer18709,Class01,,CDMX
Customer18710,Class01,,CDMX
Customer18711,Class01,,CDMX
Customer18712,Class01,,CDMX
Customer18713,Class01,,CDMX
Customer18714,Class01,,CDMX
Customer18715,Class01,,CDMX
Customer18716,Class01,,CDMX
Customer18717,Class01,,CDMX
Customer18718,Class01,,CDMX
Customer18719,Class01,,CDMX
Customer18720,Class01,,CDMX
Customer18721,Class01,,CDMX
Customer18722,Class01,,CDMX
Customer18723,Class01,,CDMX
Customer18724,Class01,,CDMX
Customer18725,Class01,,CDMX
Customer18726,Class01,,CDMX
Customer18727,Class01,,CDMX
Customer18728,Class01,,CDMX
Customer18729,Class01,,CDMX
Customer18730,Class01,,CDMX
Customer18731,Class01,,CDMX
Customer18732,Class01,,CDMX
Customer18733,Class01,,CDMX
Customer18734,Class01,,CDMX
Customer18735,Class01,,CDMX
Customer18736,Class01,,EDO MEX
Customer18737,Class01,,CDMX
Customer18738,Class01,,CDMX
Customer18739,Class01,,CDMX
Customer18740,Class01,,CDMX
Customer18741,Class01,,CDMX
Customer18742,Class01,,CDMX
Customer18743,Class01,,CDMX
Customer18744,Class01,,PUEBLA
Customer18745,Class01,,CDMX
Customer18746,Class01,,CDMX
Customer18747,Class01,,QUERETARO
Customer18748,Class01,,CDMX
Customer18749,Class01,,CDMX
Customer18750,Class01,,CDMX
Customer18751,Class01,,CDMX
Customer18752,Class01,,CDMX
Customer18753,Class01,,CDMX
Customer18754,Class01,,CDMX
Customer18755,Class01,,CDMX
Customer18756,Class01,,CDMX
Customer18757,Class01,,CDMX
Customer18758,Class01,,CDMX
Customer18759,Class01,,CDMX
Customer18760,Class01,,CDMX
Customer18761,Class01,,CDMX
Customer18762,Class01,,CDMX
Customer18763,Class01,,CDMX
Customer18764,Class01,,CDMX
Customer18765,Class01,,CDMX
Customer18766,Class01,,CDMX
Customer18767,Class01,,CDMX
Customer18768,Class01,,CDMX
Customer18769,Class01,,CDMX
Customer18770,Class01,,CDMX
Customer18771,Class01,,CDMX
Customer18772,Class01,,CDMX
Customer18773,Class01,,CDMX
Customer18774,Class01,,CDMX
Customer18775,Class01,,CDMX
Customer18776,Class01,,CDMX
Customer18777,Class01,,CDMX
Customer18778,Class01,,CDMX
Customer18779,Class01,,CDMX
Customer18780,Class01,,CDMX
Customer18781,Class01,,CDMX
Customer18782,Class01,,CDMX
Customer18783,Class01,,CDMX
Customer18784,Class01,,CDMX
Customer18785,Class01,,CDMX
Customer18786,Class01,,CDMX
Customer18787,Class01,,ABASCO
Customer18788,Class01,,CDMX
Customer18789,Class01,,CDMX
Customer18790,Class01,,CDMX
Customer18791,Class01,,CDMX
Customer18792,Class01,,CDMX
Customer18793,Class01,,CDMX
Customer18794,Class01,,CDMX
Customer18795,Class01,,CDMX
Customer18796,Class01,,CDMX
Customer18797,Class01,,CDMX
Customer18798,Class01,,DISTRITO FEDERAL
Customer18799,Class01,,CDMX
Customer18800,Class01,,CDMX
Customer18801,Class01,,CDMX
Customer18802,Class01,,CDMX
Customer18803,Class01,,CDMX
Customer18804,Class01,,CDMX
Customer18805,Class01,,CDMX
Customer18806,Class01,,CDMX
Customer18807,Class01,,EDO MEX
Customer18808,Class01,,CDMX
Customer18809,Class01,,CDMX
Customer18810,Class01,,CDMX
Customer18811,Class01,,CDMX
Customer18812,Class01,,CDMX
Customer18813,Class01,,CDMX
Customer18814,Class01,,CDMX
Customer18815,Class01,,CDMX
Customer18816,Class01,,CDMX
Customer18817,Class01,,CDMX
Customer18818,Class01,,CDMX
Customer18819,Class01,,CDMX
Customer18820,Class01,,CDMX
Customer18821,Class01,,CDMX
Customer18822,Class01,,CDMX
Customer18823,Class01,,CDMX
Customer18824,Class01,,CDMX
Customer18825,Class01,,CDMX
Customer18826,Class01,,CDMX
Customer18827,Class01,,CDMX
Customer18828,Class01,,CDMX
Customer18829,Class01,,CDMX
Customer18830,Class01,,CDMX
Customer18831,Class01,,CDMX
Customer18832,Class01,,CDMX
Customer18833,Class01,,CDMX
Customer18834,Class01,,CDMX
Customer18835,Class01,,EDO MEX
Customer18836,Class01,,CDMX
Customer18837,Class01,,CDMX
Customer18838,Class01,,CDMX
Customer18839,Class01,,CDMX
Customer18840,Class01,,CDMX
Customer18841,Class01,,CDMX
Customer18842,Class01,,CDMX
Customer18843,Class01,,CDMX
Customer18844,Class01,,CDMX
Customer18845,Class01,,CDMX
Customer18846,Class01,,CDMX
Customer18847,Class01,,CDMX
Customer18848,Class01,,CDMX
Customer18849,Class01,,CDMX
Customer18850,Class01,,CDMX
Customer18851,Class01,,CDMX
Customer18852,Class01,,CDMX
Customer18853,Class01,,SONORA
Customer18854,Class01,,CDMX
Customer18855,Class01,,HUEJUTLA
Customer18856,Class01,,CDMX
Customer18857,Class01,,CDMX
Customer18858,Class01,,CDMX
Customer18859,Class01,,CDMX
Customer18860,Class01,,CDMX
Customer18861,Class01,,CDMX
Customer18862,Class01,,CDMX
Customer18863,Class01,,CDMX
Customer18864,Class01,,CDMX
Customer18865,Class01,,CDMX
Customer18866,Class01,,PUEBLA
Customer18867,Class01,,CDMX
Customer18868,Class01,,CDMX
Customer18869,Class01,,"D,F."
Customer18870,Class01,,CDMX
Customer18871,Class01,,PUEBLA
Customer18872,Class01,,CDMX
Customer18873,Class01,,CDMX
Customer18874,Class01,,CDMX
Customer18875,Class01,,CDMX
Customer18876,Class01,,CDMX
Customer18877,Class01,,CDMX
Customer18878,Class01,,DISTRITO FEDERAL
Customer18879,Class01,,CDMX
Customer18880,Class01,,CDMX
Customer18881,Class01,,CDMX
Customer18882,Class01,,CDMX
Customer18883,Class01,,CDMX
Customer18884,Class01,,CDMX
Customer18885,Class01,,CDMX
Customer18886,Class01,,CDMX
Customer18887,Class01,,EDO MEX
Customer18888,Class01,,CDMX
Customer18889,Class01,,CDMX
Customer18890,Class01,,CDMX
Customer18891,Class01,,PUEBLA
Customer18892,Class01,,CDMX
Customer18893,Class01,,CDMX
Customer18894,Class01,,CDMX
Customer18895,Class01,,CDMX
Customer18896,Class01,,CDMX
Customer18897,Class01,,CDMX
Customer18898,Class01,,CDMX
Customer18899,Class01,,CDMX
Customer18900,Class01,,CDMX
Customer18901,Class01,,CDMX
Customer18902,Class01,,CDMX
Customer18903,Class01,,CDMX
Customer18904,Class01,,CDMX
Customer18905,Class01,,CDMX
Customer18906,Class01,,CDMX
Customer18907,Class01,,CDMX
Customer18908,Class01,,CDMX
Customer18909,Class01,,CDMX
Customer18910,Class01,,CDMX
Customer18911,Class01,,CDMX
Customer18912,Class01,,CDMX
Customer18913,Class01,,CDMX
Customer18914,Class01,,CDMX
Customer18915,Class01,,CDMX
Customer18916,Class01,,CDMX
Customer18917,Class01,,CDMX
Customer18918,Class01,,CDMX
Customer18919,Class01,,CDMX
Customer18920,Class01,,CDMX
Customer18921,Class01,,CDMX
Customer18922,Class01,,CDMX
Customer18923,Class01,,CDMX
Customer18924,Class01,,EDO.MORELOS
Customer18925,Class01,,CDMX
Customer18926,Class01,,CDMX
Customer18927,Class01,,CDMX
Customer18928,Class01,,CDMX
Customer18929,Class01,,CDMX
Customer18930,Class01,,CDMX
Customer18931,Class01,,CDMX
Customer18932,Class01,,CDMX
Customer18933,Class01,,CDMX
Customer18934,Class01,,CDMX
Customer18935,Class01,,CDMX
Customer18936,Class01,,CDMX
Customer18937,Class01,,CDMX
Customer18938,Class01,,EDO MEX
Customer18939,Class01,,CDMX
Customer18940,Class01,,CDMX
Customer18941,Class01,,CDMX
Customer18942,Class01,,EDO MEX
Customer18943,Class01,,CDMX
Customer18944,Class01,,CDMX
Customer18945,Class01,,CDMX
Customer18946,Class01,,CDMX
Customer18947,Class01,,CDMX
Customer18948,Class01,,CDMX
Customer18949,Class01,,CDMX
Customer18950,Class01,,CDMX
Customer18951,Class01,,CDMX
Customer18952,Class01,,CDMX
Customer18953,Class01,,CDMX
Customer18954,Class01,,CDMX
Customer18955,Class01,,CDMX
Customer18956,Class01,,CDMX
Customer18957,Class01,,CDMX
Customer18958,Class01,,CDMX
Customer18959,Class01,,CDMX
Customer18960,Class01,,CDMX
Customer18961,Class01,,CDMX
Customer18962,Class01,,CDMX
Customer18963,Class01,,CDMX
Customer18964,Class01,,CDMX
Customer18965,Class01,,CDMX
Customer18966,Class01,,CDMX
Customer18967,Class01,,CDMX
Customer18968,Class01,,CDMX
Customer18969,Class01,,CDMX
Customer18970,Class01,,CDMX
Customer18971,Class01,,CDMX
Customer18972,Class01,,CDMX
Customer18973,Class01,,CDMX
Customer18974,Class01,,CDMX
Customer18975,Class01,,CDMX
Customer18976,Class01,,CDMX
Customer18977,Class01,,CDMX
Customer18978,Class01,,CDMX
Customer18979,Class01,,CDMX
Customer18980,Class01,,CDMX
Customer18981,Class01,,CDMX
Customer18982,Class01,,CDMX
Customer18983,Class01,,CDMX
Customer18984,Class01,,CDMX
Customer18985,Class01,,CDMX
Customer18986,Class01,,CDMX
Customer18987,Class01,,CDMX
Customer18988,Class01,,CDMX
Customer18989,Class01,,CDMX
Customer18990,Class01,,CDMX
Customer18991,Class01,,CDMX
Customer18992,Class01,,CDMX
Customer18993,Class01,,CDMX
Customer18994,Class01,,CDMX
Customer18995,Class01,,CDMX
Customer18996,Class01,,CDMX
Customer18997,Class01,,CDMX
Customer18998,Class01,,CDMX
Customer18999,Class01,,CDMX
Customer19000,Class01,,CDMX
Customer19001,Class01,,CDMX
Customer19002,Class01,,CDMX
Customer19003,Class01,,CDMX
Customer19004,Class01,,CDMX
Customer19005,Class01,,CDMX
Customer19006,Class01,,CDMX
Customer19007,Class01,,CDMX
