Customer,Class,Kcustomer,Location
Customer9187,Class01,,CDMX
Customer9188,Class01,,CDMX
Customer9189,Class01,Contado,CDMX
Customer9190,Class01,,CDMX
Customer9191,Class01,,CDMX
Customer9192,Class01,,CDMX
Customer9193,Class01,,CDMX
Customer9194,Class01,,SINALOA
Customer9195,Class01,,D. F.
Customer9196,Class01,,D. F.
Customer9197,Class01,,CDMX
Customer9198,Class01,,EDO MEX
Customer9199,Class01,,CDMX
Customer9200,Class01,,CDMX
Customer9201,Class01,,CDMX
Customer9202,Class01,,EDO MEX
Customer9203,Class01,,CDMX
Customer9204,Class01,,CDMX
Customer9205,Class01,,CDMX
Customer9206,Class01,,CHIAPAS
Customer9207,Class01,,CDMX
Customer9208,Class01,,CDMX
Customer9209,Class01,,CDMX
Customer9210,Class01,,EDO MEX
Customer9211,Class01,,CDMX
Customer9212,Class01,,CDMX
Customer9213,Class01,,CDMX
Customer9214,Class01,,NUEVO LEON
Customer9215,Class01,,CDMX
Customer9216,Class01,,VERACRUZ
Customer9217,Class01,,CDMX
Customer9218,Class01,,CDMX
Customer9219,Class01,,EDO MEX
Customer9220,Class01,,CDMX
Customer9221,Class01,,CDMX
Customer9222,Class01,,CDMX
Customer9223,Class01,,CDMX
Customer9224,Class01,,CDMX
Customer9225,Class01,,MORELOS
Customer9226,Class01,,CDMX
Customer9227,Class01,,CDMX
Customer9228,Class01,,CDMX
Customer9229,Class01,,JALISCO
Customer9230,Class01,,CDMX
Customer9231,Class01,,HIDALGO
Customer9232,Class01,,CDMX
Customer9233,Class01,,NUEVO LEON
Customer9234,Class01,,EDO MEX
Customer9235,Class01,,CDMX
Customer9236,Class01,,CDMX
Customer9237,Class01,,"D, F."
Customer9238,Class01,,"D, F."
Customer9239,Class01,,"D,F."
Customer9240,Class01,,OAXACA
Customer9241,Class01,,CDMX
Customer9242,Class01,,GUANAJUATO
Customer9243,Class01,,CDMX
Customer9244,Class01,,CDMX
Customer9245,Class01,,PUEBLA
Customer9246,Class01,,HIDALGO
Customer9247,Class01,,"D, F."
Customer9248,Class01,,VILLAHERMOSA
Customer9249,Class01,,"D, F."
Customer9250,Class01,,CDMX
Customer9251,Class01,,"D, F."
Customer9252,Class01,,"D, F."
Customer9253,Class01,,"D, F."
Customer9254,Class01,,"D, F."
Customer9255,Class01,,CDMX
Customer9256,Class01,,"D, F."
Customer9257,Class01,,CDMX
Customer9258,Class01,,"D, F."
Customer9259,Class01,,"D, F."
Customer9260,Class01,,CDMX
Customer9261,Class01,,"D, F."
Customer9262,Class01,,"D, F."
Customer9263,Class01,,"D, F."
Customer9264,Class01,,JALISCO
Customer9265,Class01,,CDMX
Customer9266,Class01,,"D, F."
Customer9267,Class01,,EDO MEX
Customer9268,Class01,,"D, F."
Customer9269,Class01,,CDMX
Customer9270,Class01,,BAJA CALIFORNIA
Customer9271,Class01,,NUEVO LEON
Customer9272,Class01,,"D, F."
Customer9273,Class01,,CDMX
Customer9274,Class01,,CDMX
Customer9275,Class01,,TLAXCALA
Customer9276,Class01,,"D, F."
Customer9277,Class01,,"D, F."
Customer9278,Class01,,CDMX
Customer9279,Class01,,"D, F."
Customer9280,Class01,,"D, F."
Customer9281,Class01,,"D, F."
Customer9282,Class01,,"D, F."
Customer9283,Class01,,CDMX
Customer9284,Class01,Contado,NUEVO LEON
Customer9285,Class01,,CDMX
Customer9286,Class01,,CDMX
Customer9287,Class01,,"D, F."
Customer9288,Class01,,"D, F."
Customer9289,Class01,,CDMX
Customer9290,Class01,,CDMX
Customer9291,Class01,,"D, F."
Customer9292,Class01,,QUERETARO
Customer9293,Class01,,"D, F."
Customer9294,Class01,,"D,F."
Customer9295,Class01,,GTO
Customer9296,Class01,,"D, F."
Customer9297,Class01,,OAXACA
Customer9298,Class01,,"D, F."
Customer9299,Class01,,MICHOACAN
Customer9300,Class01,,PUEBLA
Customer9301,Class01,,"D, F."
Customer9302,Class01,,"D, F."
Customer9303,Class01,,"D, F."
Customer9304,Class01,,"D, F."
Customer9305,Class01,,"D,F."
Customer9306,Class01,,EDO MEX
Customer9307,Class01,,EDO MEX
Customer9308,Class01,,MORELOS
Customer9309,Class01,,"D, F."
Customer9310,Class01,,"D, F."
Customer9311,Class01,,"D, F."
Customer9312,Class01,,CDMX
Customer9313,Class01,,EDO MEX
Customer9314,Class01,,EDO MEX
Customer9315,Class01,,EDO MEX
Customer9316,Class01,,CDMX
Customer9317,Class01,,"D,F."
Customer9318,Class01,,EDO MEX
Customer9319,Class01,,CDMX
Customer9320,Class01,,"D,F."
Customer9321,Class01,,EDO MEX
Customer9322,Class01,,EDO MEX
Customer9323,Class01,,"D, F."
Customer9324,Class01,,"D, F."
Customer9325,Class01,,EDO MEX
Customer9326,Class01,,"D, F."
Customer9327,Class01,,QRO
Customer9328,Class01,Contado,OAXACA
Customer9329,Class01,,EDO MEX
Customer9330,Class01,,"D, F."
Customer9331,Class01,,"D, F."
Customer9332,Class01,,CDMX
Customer9333,Class01,,"D, F."
Customer9334,Class01,,CDMX
Customer9335,Class01,,CDMX
Customer9336,Class01,,CDMX
Customer9337,Class01,,EDO MEX
Customer9338,Class01,,TAMAULIPAS
Customer9339,Class01,,CDMX
Customer9340,Class01,,AGUASCALIENTES
Customer9341,Class01,,EDO MEX
Customer9342,Class01,,"D,F."
Customer9343,Class01,,CDMX
Customer9344,Class01,,CDMX
Customer9345,Class01,,"D, F."
Customer9346,Class01,,"D, F."
Customer9347,Class01,,CDMX
Customer9348,Class01,,"D, F."
Customer9349,Class01,,"D, F."
Customer9350,Class01,,EDO MEX
Customer9351,Class01,,"D, F."
Customer9352,Class01,,"D, F."
Customer9353,Class01,,EDO MEX
Customer9354,Class01,,"D, F."
Customer9355,Class01,,CDMX
Customer9356,Class01,,CDMX
Customer9357,Class01,,CDMX
Customer9358,Class01,,"D, F."
Customer9359,Class01,,"D, F."
Customer9360,Class01,,CDMX
Customer9361,Class01,,CDMX
Customer9362,Class01,,"D, F."
Customer9363,Class01,,"D,F."
Customer9364,Class01,,"D, F."
Customer9365,Class01,,"D, F."
Customer9366,Class01,,"D,F."
Customer9367,Class01,,CDMX
Customer9368,Class01,,"D, F."
Customer9369,Class01,,"D, F."
Customer9370,Class01,,EDO MEX
Customer9371,Class01,,"D, F."
Customer9372,Class01,,EDO MEX
Customer9373,Class01,,"D, F."
Customer9374,Class01,,"D, F."
Customer9375,Class01,,"D, F."
Customer9376,Class01,,"D, F."
Customer9377,Class01,,"D, F."
Customer9378,Class01,,"D, F."
Customer9379,Class01,,EDO MEX
Customer9380,Class01,,"D, F."
Customer9381,Class01,,"D, F."
Customer9382,Class01,,"D, F."
Customer9383,Class01,,"D, F."
Customer9384,Class01,,EDO MEX
Customer9385,Class01,,"D, F."
Customer9386,Class01,,MORELOS
Customer9387,Class01,,MORELOS
Customer9388,Class01,,MORELOS
Customer9389,Class01,,EDO MEX
Customer9390,Class01,,CHIAPAS
Customer9391,Class01,,"D,F."
Customer9392,Class01,,"D,F."
Customer9393,Class01,,CDMX
Customer9394,Class01,,"D, F."
Customer9395,Class01,,TAMAULIPAS
Customer9396,Class01,,"D, .F"
Customer9397,Class01,,"D, F."
Customer9398,Class01,,GUERRERO
Customer9399,Class01,Contado,CDMX
Customer9400,Class01,,CDMX
Customer9401,Class01,,TLAXCALA
Customer9402,Class01,,MORELOS
Customer9403,Class01,,CDMX
Customer9404,Class01,,"D,F."
Customer9405,Class01,,CDMX
Customer9406,Class01,,"D,F."
Customer9407,Class01,,"D, F."
Customer9408,Class01,,"D, F."
Customer9409,Class01,,"D, F."
Customer9410,Class01,,"D, F."
Customer9411,Class01,,"D, .F"
Customer9412,Class01,,"D, F."
Customer9413,Class01,,"D, F."
Customer9414,Class01,,"D, F."
Customer9415,Class01,,EDO MEX
Customer9416,Class01,,EDO MEX
Customer9417,Class01,,"D, F."
Customer9418,Class01,,"D, F."
Customer9419,Class01,,"D, F."
Customer9420,Class01,,SONORA
Customer9421,Class01,,EDO MEX
Customer9422,Class01,,"D, F."
Customer9423,Class01,,"D, F."
Customer9424,Class01,,"D, F."
Customer9425,Class01,,EDO MEX
Customer9426,Class01,,"D, F."
Customer9427,Class01,,SONORA
Customer9428,Class01,,"D, F."
Customer9429,Class01,,CDMX
Customer9430,Class01,,HIDALGO
Customer9431,Class01,,GUERRERO
Customer9432,Class01,,GUERRERO
Customer9433,Class01,,"D, F."
Customer9434,Class01,,"D, F."
Customer9435,Class01,,"D, F."
Customer9436,Class01,,EDO MEX
Customer9437,Class01,,EDO MEX
Customer9438,Class01,,"D, F."
Customer9439,Class01,,"D, F."
Customer9440,Class01,,"D,F."
Customer9441,Class01,,CDMX
Customer9442,Class01,,CDMX
Customer9443,Class01,,TABASCO
Customer9444,Class01,,"D, F."
Customer9445,Class01,,"D, F."
Customer9446,Class01,,"D, F."
Customer9447,Class01,,"D, F."
Customer9448,Class01,,"D, F."
Customer9449,Class01,,QUINTANA ROO
Customer9450,Class01,,CDMX
Customer9451,Class01,,"D, F."
Customer9452,Class01,,EDO MEX
Customer9453,Class01,,TLAXCALA
Customer9454,Class01,,"D, F."
Customer9455,Class01,,"D,F."
Customer9456,Class01,,EDO MEX
Customer9457,Class01,,EDO MEX
Customer9458,Class01,,CDMX
Customer9459,Class01,,"D, F."
Customer9460,Class01,,"D, F."
Customer9461,Class01,,"D, F."
Customer9462,Class01,,PUEBLA
Customer9463,Class01,,QUERETARO
Customer9464,Class01,,MUNICIPIO
Customer9465,Class01,,GUANAJUATO
Customer9466,Class01,,"D, F."
Customer9467,Class01,,"D, F."
Customer9468,Class01,,EDO MEX
Customer9469,Class01,,"D, F."
Customer9470,Class01,,EDO MEX
Customer9471,Class01,,YUCATAN
Customer9472,Class01,,"D,F."
Customer9473,Class01,,"D, F."
Customer9474,Class01,,CDMX
Customer9475,Class01,,EDO MEX
Customer9476,Class01,,CDMX
Customer9477,Class01,,CDMX
Customer9478,Class01,,"D, F."
Customer9479,Class01,,"D, F."
Customer9480,Class01,,EDO MEX
Customer9481,Class01,,GUERRERO
Customer9482,Class01,,EDO MEX
Customer9483,Class01,,CDMX
Customer9484,Class01,,"D,F."
Customer9485,Class01,,MORELOS
Customer9486,Class01,,"D, F."
Customer9487,Class01,,"D,F."
Customer9488,Class01,,"D, F."
Customer9489,Class01,,"D, F."
Customer9490,Class01,,"D,F"
Customer9491,Class01,,EDO MEX
Customer9492,Class01,,EDO MORELOS
Customer9493,Class01,,EDO MEX
Customer9494,Class01,,"D, F."
Customer9495,Class01,,"D, F."
Customer9496,Class01,,"B,C"
Customer9497,Class01,,"D, F."
Customer9498,Class01,,"D, F."
Customer9499,Class01,,"D,F."
Customer9500,Class01,,CDMX
Customer9501,Class01,,"D, F."
Customer9502,Class01,,CDMX
Customer9503,Class01,,YUCATAN
Customer9504,Class01,,"D,F."
Customer9505,Class01,Contado,S.L.P.
Customer9506,Class01,,MORELOS
Customer9507,Class01,,Q.ROO
Customer9508,Class01,,"D,F."
Customer9509,Class01,,EDO MEX
Customer9510,Class01,,"D, F."
Customer9511,Class01,,EDO MEX
Customer9512,Class01,,EDO MEX
Customer9513,Class01,,"D, F."
Customer9514,Class01,,"D,F."
Customer9515,Class01,,"D, F."
Customer9516,Class01,,EDO MEX
Customer9517,Class01,,CDMX
Customer9518,Class01,,"D, F."
Customer9519,Class01,,CDMX
Customer9520,Class01,,QUERETARO
Customer9521,Class01,,DISTRITO FEDERAL
Customer9522,Class01,Contado,PUEBLA
Customer9523,Class01,,"D, F."
Customer9524,Class01,,"D, F."
Customer9525,Class01,,"D,F."
Customer9526,Class01,,"D,F,"
Customer9527,Class01,,DISTRITO FEDERAL
Customer9528,Class01,,"D,F."
Customer9529,Class01,,EDO MEX
Customer9530,Class01,,"D, F."
Customer9531,Class01,,"D, F."
Customer9532,Class01,,"D, F."
Customer9533,Class01,,"D, F."
Customer9534,Class01,,EDO MEX
Customer9535,Class01,,CDMX
Customer9536,Class01,,"D,F."
Customer9537,Class01,,"D, F."
Customer9538,Class01,,"D, F."
Customer9539,Class01,,"D, F."
Customer9540,Class01,,"D, F."
Customer9541,Class01,,"D, F."
Customer9542,Class01,,EDO MEX
Customer9543,Class01,,"D, F."
Customer9544,Class01,,"D, F."
Customer9545,Class01,,"D,F."
Customer9546,Class01,,DISTRITO FEDERAL
Customer9547,Class01,,DISTRITO FEDERAL
Customer9548,Class01,,DISTRITO FEDERAL
Customer9549,Class01,,CDMX
Customer9550,Class01,,DISTRITO FEDERAL
Customer9551,Class01,,CDMX
Customer9552,Class01,,"D, F."
Customer9553,Class01,,"D, F."
Customer9554,Class01,,CDMX
Customer9555,Class01,,"D, F."
Customer9556,Class01,,"D, F."
Customer9557,Class01,,"D, F."
Customer9558,Class01,,DISTRITO FEDERAL
Customer9559,Class01,,DISTRITO FEDERAL
Customer9560,Class01,,EDO MEX
Customer9561,Class01,,HIDALGO
Customer9562,Class01,,CDMX
Customer9563,Class01,,"D, F."
Customer9564,Class01,,CDMX
Customer9565,Class01,,CDMX
Customer9566,Class01,,CDMX
Customer9567,Class01,,OAXACA
Customer9568,Class01,,CDMX
Customer9569,Class01,,CDMX
Customer9570,Class01,,DISTRITO FEDERAL
Customer9571,Class01,,CDMX
Customer9572,Class01,,"D,F."
Customer9573,Class01,,EDO QRO
Customer9574,Class01,,CDMX
Customer9575,Class01,,Q.ROO.
Customer9576,Class01,,"D,F."
Customer9577,Class01,,"D,F."
Customer9578,Class01,,CDMX
Customer9579,Class01,,"D, F."
Customer9580,Class01,,CDMX
Customer9581,Class01,,ESTADO DE MORELOS
Customer9582,Class01,,"D, F."
Customer9583,Class01,,"D,F."
Customer9584,Class01,,EDO HGO
Customer9585,Class01,,"D, F."
Customer9586,Class01,,"D, F."
Customer9587,Class01,,"D, F."
Customer9588,Class01,,"S,L,P"
Customer9589,Class01,,CDMX
Customer9590,Class01,,CDMX
Customer9591,Class01,,"D, F."
Customer9592,Class01,,CDMX
Customer9593,Class01,,"D, F."
Customer9594,Class01,,MICHOACAN
Customer9595,Class01,,TAMAULIPAS
Customer9596,Class01,,CDMX
Customer9597,Class01,,EDO MEX
Customer9598,Class01,,QUERETARO
Customer9599,Class01,,DISTRITO FEDERAL
Customer9600,Class01,,"D, F."
Customer9601,Class01,,"D, F."
Customer9602,Class01,,CDMX
Customer9603,Class01,,EDO HGO
Customer9604,Class01,,EDO MEX
Customer9605,Class01,,EDO MEX
Customer9606,Class01,,DISTRITO FEDERAL
Customer9607,Class01,,EDO MEX
Customer9608,Class01,,CDMX
Customer9609,Class01,,"D,F."
Customer9610,Class01,,CDMX
Customer9611,Class01,,EDO GUERRERO
Customer9612,Class01,,EDO MEX
Customer9613,Class01,,CDMX
Customer9614,Class01,,EDO MEX
Customer9615,Class01,,CDMX
Customer9616,Class01,,"D,F."
Customer9617,Class01,,CDMX
Customer9618,Class01,,PUEBLA
Customer9619,Class01,,oaxaca
Customer9620,Class01,,"D,F."
Customer9621,Class01,,EDO MEX
Customer9622,Class01,,"D, F."
Customer9623,Class01,,"D, F."
Customer9624,Class01,,CDMX
Customer9625,Class01,,CDMX
Customer9626,Class01,,CDMX
Customer9627,Class01,,CDMX
Customer9628,Class01,,CDMX
Customer9629,Class01,,GUADALAJARA
Customer9630,Class01,,CDMX
Customer9631,Class01,,QUINTANA ROO
Customer9632,Class01,,EDO MEX
Customer9633,Class01,,"D,F."
Customer9634,Class01,,"D,F."
Customer9635,Class01,,CDMX
Customer9636,Class01,,ESTADO DE MEXICO
Customer9637,Class01,,DISTRITO FEDERAL
Customer9638,Class01,,"D,F."
Customer9639,Class01,,"D,F."
Customer9640,Class01,,EDO MEX
Customer9641,Class01,,"D,F."
Customer9642,Class01,,ESTADO DE MEXICO
Customer9643,Class01,,NUEVO LEON
Customer9644,Class01,,ESTADO DE MEXICO
Customer9645,Class01,,"D,F."
Customer9646,Class01,Contado,PUEBLA
Customer9647,Class01,,"D,F."
Customer9648,Class01,,"D,F."
Customer9649,Class01,,DISTRITO FEDERAL
Customer9650,Class01,,DISTRITO FEDERAL
Customer9651,Class01,,HIDALGO
Customer9652,Class01,,MORELOS
Customer9653,Class01,,CDMX
Customer9654,Class01,,CDMX
Customer9655,Class01,,ESTADO DE MEXICO
Customer9656,Class01,,ESTADO DE MEXICO
Customer9657,Class01,,"D,F."
Customer9658,Class01,,PUEBLA
Customer9659,Class01,,"D,F."
Customer9660,Class01,,"D,F."
Customer9661,Class01,,EDO YUCATAN
Customer9662,Class01,,CDMX
Customer9663,Class01,,CDMX
Customer9664,Class01,,CDMX
Customer9665,Class01,,MORELOS
Customer9666,Class01,,DISTRITO FEDERAL
Customer9667,Class01,,"D, F."
Customer9668,Class01,,"D, F."
Customer9669,Class01,,"D,F."
Customer9670,Class01,,"D,F."
Customer9671,Class01,,DISTRITO FEDERAL
Customer9672,Class01,Contado,"D,F."
Customer9673,Class01,,CDMX
Customer9674,Class01,,CDMX
Customer9675,Class01,,CDMX
Customer9676,Class01,,"D,F."
Customer9677,Class01,,DISTRITO FEDERAL
Customer9678,Class01,,CDMX
Customer9679,Class01,,HIDALGO
Customer9680,Class01,,"D, F."
Customer9681,Class01,,DISTRITO FEDERAL
Customer9682,Class01,,PUEBLA
Customer9683,Class01,,"D,F."
Customer9684,Class01,,"D,F."
Customer9685,Class01,,CDMX
Customer9686,Class01,,ESTADO DE MEXICO
Customer9687,Class01,,CDMX
Customer9688,Class01,,"D,F."
Customer9689,Class01,,CDMX
Customer9690,Class01,,CDMX
Customer9691,Class01,,CDMX
Customer9692,Class01,,CDMX
Customer9693,Class01,,MORELOS
Customer9694,Class01,,ESTADO DE MEXICO
Customer9695,Class01,,"D,F."
Customer9696,Class01,,EDO MEX
Customer9697,Class01,,EDO MEX
Customer9698,Class01,,EDO MEX
Customer9699,Class01,,ESTADO DE MEXICO
Customer9700,Class01,,MORELOS
Customer9701,Class01,,CDMX
Customer9702,Class01,,HIDALGO
Customer9703,Class01,,HIDALGO
Customer9704,Class01,,"D,F."
Customer9705,Class01,,"D,F."
Customer9706,Class01,,EDO MEX
Customer9707,Class01,,EDO MEX
Customer9708,Class01,,EDO MEX
Customer9709,Class01,,CDMX
Customer9710,Class01,,"D,F."
Customer9711,Class01,,EDO MEX
Customer9712,Class01,,CDMX
Customer9713,Class01,,EDO MEX
Customer9714,Class01,,MORELOS
Customer9715,Class01,,MICHOACAN
Customer9716,Class01,,ESTADO DE MEXICO
Customer9717,Class01,,CDMX
Customer9718,Class01,,CDMX
Customer9719,Class01,,"D,F."
Customer9720,Class01,,CDMX
Customer9721,Class01,,CDMX
Customer9722,Class01,,QUERETARO
Customer9723,Class01,,CHIAPAS
Customer9724,Class01,,CDMX
Customer9725,Class01,,CDMX
Customer9726,Class01,,"D,F."
Customer9727,Class01,,"D,F."
Customer9728,Class01,,CDMX
Customer9729,Class01,,CDMX
Customer9730,Class01,,CDMX
Customer9731,Class01,,"D,F."
Customer9732,Class01,,CDMX
Customer9733,Class01,,DISTRITO FEDERAL
Customer9734,Class01,,"D,F."
Customer9735,Class01,,EDO MEX
Customer9736,Class01,,CDMX
Customer9737,Class01,,CDMX
Customer9738,Class01,,CDMX
Customer9739,Class01,,EDO MEX
Customer9740,Class01,,QUERETARO
Customer9741,Class01,,"D,F."
Customer9742,Class01,,"D,F."
Customer9743,Class01,,"D,F."
Customer9744,Class01,,EDO MEX
Customer9745,Class01,,EDO MEX
Customer9746,Class01,,EDO MEX
Customer9747,Class01,,EDO MEX
Customer9748,Class01,,CDMX
Customer9749,Class01,,CDMX
Customer9750,Class01,,"D,F."
Customer9751,Class01,,CDMX
Customer9752,Class01,,"D,F."
Customer9753,Class01,,EDO HGO
Customer9754,Class01,,"D,F."
Customer9755,Class01,,"D,F."
Customer9756,Class01,,"D,F."
Customer9757,Class01,,"D,F."
Customer9758,Class01,,CDMX
Customer9759,Class01,,"D,F."
Customer9760,Class01,,"D,F."
Customer9761,Class01,,"D,F."
Customer9762,Class01,,"D,F."
Customer9763,Class01,,CDMX
Customer9764,Class01,,CDMX
Customer9765,Class01,,"D,F."
Customer9766,Class01,,CDMX
Customer9767,Class01,,"D,F."
Customer9768,Class01,,EDO MEX
Customer9769,Class01,,EDO MEX
Customer9770,Class01,,CDMX
Customer9771,Class01,,EDO MEX
Customer9772,Class01,,CDMX
Customer9773,Class01,,CDMX
Customer9774,Class01,,EDO MEX
Customer9775,Class01,,CDMX
Customer9776,Class01,,CDMX
Customer9777,Class01,,CDMX
Customer9778,Class01,,CDMX
Customer9779,Class01,,CDMX
Customer9780,Class01,,TAMAULIPAS
Customer9781,Class01,,CDMX
Customer9782,Class01,,CDMX
Customer9783,Class01,,CDMX
Customer9784,Class01,,CDMX
Customer9785,Class01,,CDMX
Customer9786,Class01,,CDMXF.
Customer9787,Class01,,GUERRERO
Customer9788,Class01,,CDMX
Customer9789,Class01,,EDO MEX
Customer9790,Class01,,CDMX
Customer9791,Class01,,CDMX
Customer9792,Class01,,CDMX
Customer9793,Class01,,EDO MEX
Customer9794,Class01,,CDMX
Customer9795,Class01,,CDMX
Customer9796,Class01,,CDMX
Customer9797,Class01,,EDO MEX
Customer9798,Class01,,CDMX
Customer9799,Class01,,EDO MEX
Customer9800,Class01,,CDMX
Customer9801,Class01,,CDMX
Customer9802,Class01,,CDMX
Customer9803,Class01,,CDMX
Customer9804,Class01,,CHIAPAS
Customer9805,Class01,,"D,F"
Customer9806,Class01,,CDMX
Customer9807,Class01,,CDMX
Customer9808,Class01,,CDMX
Customer9809,Class01,,"D,F"
Customer9810,Class01,,GUERRERO
Customer9811,Class01,,"D,F"
Customer9812,Class01,,"D,F"
Customer9813,Class01,,"D,F"
Customer9814,Class01,,"D,F"
Customer9815,Class01,,"D,F"
Customer9816,Class01,,CDMX
Customer9817,Class01,,EDO MEX
Customer9818,Class01,,"D,F"
Customer9819,Class01,,"D, F."
Customer9820,Class01,,CDMX
Customer9821,Class01,,"D,F"
Customer9822,Class01,,CDMX
Customer9823,Class01,,CDMX
Customer9824,Class01,,"D,F"
Customer9825,Class01,,"D,F"
Customer9826,Class01,,CDMX
Customer9827,Class01,,CDMX
Customer9828,Class01,,CDMX
Customer9829,Class01,,ZACATECAS
Customer9830,Class01,,"D,F"
Customer9831,Class01,,EDO MEX
Customer9832,Class01,,CDMX
Customer9833,Class01,,CDMX
Customer9834,Class01,,CDMX
Customer9835,Class01,,"D,F"
Customer9836,Class01,,"D,F"
Customer9837,Class01,,"D,F"
Customer9838,Class01,,"D,F"
Customer9839,Class01,,EDO MEX
Customer9840,Class01,,"D,F"
Customer9841,Class01,,CDMX
Customer9842,Class01,,CDMX
Customer9843,Class01,,CDMX
Customer9844,Class01,,"D,F"
Customer9845,Class01,,CDMX
Customer9846,Class01,,"D,F"
Customer9847,Class01,,"D,F"
Customer9848,Class01,,"D,F"
Customer9849,Class01,,CDMX
Customer9850,Class01,,"D,F"
Customer9851,Class01,,EDO MEX
Customer9852,Class01,,EDO MEX
Customer9853,Class01,,GRO.
Customer9854,Class01,,CDMX
Customer9855,Class01,,CDMX
Customer9856,Class01,,CDMX
Customer9857,Class01,,CDMX
Customer9858,Class01,,CDMX
Customer9859,Class01,,PUEBLA
Customer9860,Class01,,CDMX
Customer9861,Class01,,"D,F"
Customer9862,Class01,,JALISCO
Customer9863,Class01,,CDMX
Customer9864,Class01,,MORELOS
Customer9865,Class01,,CDMX
Customer9866,Class01,,"D,F"
Customer9867,Class01,,ESTADO DE MEXICO
Customer9868,Class01,,CDMX
Customer9869,Class01,,CDMX
Customer9870,Class01,,"D,F"
Customer9871,Class01,,SINALOA
Customer9872,Class01,,QUINTANA ROO
Customer9873,Class01,,"D,F"
Customer9874,Class01,,CDMX
Customer9875,Class01,,CDMX
Customer9876,Class01,,"D,F"
Customer9877,Class01,,CDMX
Customer9878,Class01,,CDMX
Customer9879,Class01,,CDMX
Customer9880,Class01,,CDMX
Customer9881,Class01,,CDMX
Customer9882,Class01,,CDMX
Customer9883,Class01,,CDMX
Customer9884,Class01,,CDMX
Customer9885,Class01,,DISTRITO FED.
Customer9886,Class01,,CDMX
Customer9887,Class01,,EDO MEX
Customer9888,Class01,,CDMX
Customer9889,Class01,,CDMX
Customer9890,Class01,,CDMX
Customer9891,Class01,,CDMX
Customer9892,Class01,,EDO MEX
Customer9893,Class01,,CDMX
Customer9894,Class01,,EDO MEX
Customer9895,Class01,,CDMX
Customer9896,Class01,,EDO MEX
Customer9897,Class01,,CDMX
Customer9898,Class01,,CDMX
Customer9899,Class01,,EDO MEX
Customer9900,Class01,,CDMX
Customer9901,Class01,,QUINTANA R
Customer9902,Class01,,EDO MEX
Customer9903,Class01,,CDMX
Customer9904,Class01,,CDMX
Customer9905,Class01,,CDMX
Customer9906,Class01,,MX
Customer9907,Class01,,CDMX
Customer9908,Class01,,ZAPOPAN
Customer9909,Class01,,CDMX
Customer9910,Class01,,CDMX
Customer9911,Class01,,"D, F."
Customer9912,Class01,,HIDALGO
Customer9913,Class01,,DURANGO
Customer9914,Class01,,CDMX
Customer9915,Class01,,CDMX
Customer9916,Class01,,CDMX
Customer9917,Class01,,CDMX
Customer9918,Class01,,PUEBLA
Customer9919,Class01,,CDMX
Customer9920,Class01,,HGO
Customer9921,Class01,,CDMX
Customer9922,Class01,,CDMX
Customer9923,Class01,,CDMX
Customer9924,Class01,,CDMX
Customer9925,Class01,,CDMX
Customer9926,Class01,,MEX
Customer9927,Class01,,EDO MEX
Customer9928,Class01,,CDMX
Customer9929,Class01,,CDMX
Customer9930,Class01,,CDMX
Customer9931,Class01,,CDMX
Customer9932,Class01,,EDO MEX
Customer9933,Class01,,CDMX
Customer9934,Class01,,EDO MEX
Customer9935,Class01,,VERACRUZ
Customer9936,Class01,,CDMX
Customer9937,Class01,,EDO MEX
Customer9938,Class01,,CDMX
Customer9939,Class01,,CDMX
Customer9940,Class01,,EDO MEX
Customer9941,Class01,,CDMX
Customer9942,Class01,,CDMX
Customer9943,Class01,,NVO. LEON
Customer9944,Class01,,EDO HGO
Customer9945,Class01,,EDO MEX
Customer9946,Class01,,CDMX
Customer9947,Class01,,EDO MEX
Customer9948,Class01,,CDMX
Customer9949,Class01,,EDO MEX
Customer9950,Class01,,CDMX
Customer9951,Class01,,CDMX
Customer9952,Class01,,CDMX
Customer9953,Class01,,CDMX
Customer9954,Class01,,CDMX
Customer9955,Class01,,CDMX
Customer9956,Class01,,CDMX
Customer9957,Class01,,EDO MEX
Customer9958,Class01,,CDMX
Customer9959,Class01,,CDMX
Customer9960,Class01,,CDMX
Customer9961,Class01,,CDMX
Customer9962,Class01,,"D,F"
Customer9963,Class01,,CDMX
Customer9964,Class01,,CDMX
Customer9965,Class01,,CDMX
Customer9966,Class01,,EDO MEX
Customer9967,Class01,,CDMX
Customer9968,Class01,,CDMX
Customer9969,Class01,,CDMX
Customer9970,Class01,,CDMX
Customer9971,Class01,,CDMX
Customer9972,Class01,,CDMX
Customer9973,Class01,,CDMX
Customer9974,Class01,,CDMX
Customer9975,Class01,,CDMX
Customer9976,Class01,,CDMX
Customer9977,Class01,,"D, F."
Customer9978,Class01,,CDMX
Customer9979,Class01,,CDMX
Customer9980,Class01,,CDMX
Customer9981,Class01,,CDMX
Customer9982,Class01,,CDMX
Customer9983,Class01,,CDMX
Customer9984,Class01,,CDMX
Customer9985,Class01,,EDO MEX
Customer9986,Class01,,CDMX
Customer9987,Class01,,CDMX
Customer9988,Class01,,CDMX
Customer9989,Class01,,CDMX
Customer9990,Class01,,CDMX
Customer9991,Class01,,EDO MEX
Customer9992,Class01,,QRO.
Customer9993,Class01,,HIDALGO
Customer9994,Class01,,CDMX
Customer9995,Class01,,CDMX
Customer9996,Class01,,HIDALGO
Customer9997,Class01,,CDMX
